Date,Metis ($),Stacks ($),OP Mainnet ($),Boba Network ($),Arbitrum ($),Manta Pacific ($),Mantle ($),Starknet ($),ZKFair ($)
2021-10-02,48.86,1.31,,,,,,,
2021-10-03,53.03,1.33,,,,,,,
2021-10-04,58.48,1.33,,,,,,,
2021-10-05,52.37,1.43,,,,,,,
2021-10-06,53.26,1.44,,,,,,,
2021-10-07,53.68,1.37,,,,,,,
2021-10-08,58.14,1.40,,,,,,,
2021-10-09,67.11,1.43,,,,,,,
2021-10-10,65.47,1.86,,,,,,,
2021-10-11,56.56,2.13,,,,,,,
2021-10-12,54.20,1.97,,,,,,,
2021-10-13,47.05,2.04,,,,,,,
2021-10-14,46.44,2.27,,,,,,,
2021-10-15,52.01,2.24,,,,,,,
2021-10-16,47.79,2.00,,,,,,,
2021-10-17,47.48,1.97,,,,,,,
2021-10-18,46.45,2.20,,,,,,,
2021-10-19,45.26,2.54,,,,,,,
2021-10-20,43.91,2.34,,,,,,,
2021-10-21,44.77,2.40,,,,,,,
2021-10-22,51.28,2.30,,,,,,,
2021-10-23,54.61,2.21,,,,,,,
2021-10-24,63.16,2.23,,,,,,,
2021-10-25,57.19,2.21,,,,,,,
2021-10-26,63.09,2.22,,,,,,,
2021-10-27,68.91,2.16,,,,,,,
2021-10-28,65.49,1.87,,,,,,,
2021-10-29,71.14,1.95,,,,,,,
2021-10-30,71.92,1.99,,,,,,,
2021-10-31,61.83,1.90,,,,,,,
2021-11-01,67.35,1.85,,,,,,,
2021-11-02,63.16,1.96,,,,,,,
2021-11-03,75.00,1.97,,,,,,,
2021-11-04,69.45,1.97,,,,,,,
2021-11-05,77.73,1.94,,,,,,,
2021-11-06,74.80,1.99,,,,,,,
2021-11-07,78.14,2.00,,,,,,,
2021-11-08,98.91,2.20,,,,,,,
2021-11-09,101.04,2.31,,,,,,,
2021-11-10,100.79,2.22,,,,,,,
2021-11-11,94.99,2.11,,,,,,,
2021-11-12,105.75,2.21,,,,,,,
2021-11-13,101.59,2.26,,,,,,,
2021-11-14,72.05,2.31,,,,,,,
2021-11-15,97.82,2.34,,,,,,,
2021-11-16,86.95,2.43,,,,,,,
2021-11-17,84.94,2.18,,,,,,,
2021-11-18,102.91,2.15,,,,,,,
2021-11-19,90.03,1.91,,1.00,,,,,
2021-11-20,94.12,2.06,,1.00,,,,,
2021-11-21,99.68,2.13,,4.15,,,,,
2021-11-22,93.85,2.18,,5.04,,,,,
2021-11-23,88.02,2.13,,4.94,,,,,
2021-11-24,97.79,2.08,,5.71,,,,,
2021-11-25,99.72,1.97,,7.15,,,,,
2021-11-26,115.51,2.07,,7.49,,,,,
2021-11-27,107.12,1.84,,5.71,,,,,
2021-11-28,104.68,1.87,,5.87,,,,,
2021-11-29,105.43,1.92,,5.97,,,,,
2021-11-30,101.62,2.15,,5.42,,,,,
2021-12-01,96.31,2.67,,5.38,,,,,
2021-12-02,90.54,3.01,,5.00,,,,,
2021-12-03,84.04,2.54,,5.48,,,,,
2021-12-04,81.66,2.66,,4.58,,,,,
2021-12-05,75.15,2.21,,3.92,,,,,
2021-12-06,70.23,2.08,,3.86,,,,,
2021-12-07,68.35,2.26,,3.73,,,,,
2021-12-08,75.12,2.29,,3.54,,,,,
2021-12-09,82.07,2.30,,3.45,,,,,
2021-12-10,67.74,2.13,,3.03,,,,,
2021-12-11,64.32,1.96,,2.58,,,,,
2021-12-12,62.25,2.12,,3.12,,,,,
2021-12-13,69.35,2.12,,3.28,,,,,
2021-12-14,55.97,1.86,,2.99,,,,,
2021-12-15,56.23,1.95,,2.92,,,,,
2021-12-16,65.11,2.31,,3.13,,,,,
2021-12-17,63.45,2.21,,2.94,,,,,
2021-12-18,62.64,2.14,,2.80,,,,,
2021-12-19,75.40,2.15,,2.88,,,,,
2021-12-20,71.90,2.13,,3.02,,,,,
2021-12-21,70.05,2.07,,3.06,,,,,
2021-12-22,73.56,2.18,,3.58,,,,,
2021-12-23,72.77,2.25,,3.53,,,,,
2021-12-24,79.25,2.39,,3.97,,,,,
2021-12-25,89.56,2.29,,3.57,,,,,
2021-12-26,114.02,2.34,,3.55,,,,,
2021-12-27,150.48,2.38,,3.49,,,,,
2021-12-28,164.23,2.65,,3.66,,,,,
2021-12-29,140.83,2.34,,3.53,,,,,
2021-12-30,178.51,2.19,,3.60,,,,,
2021-12-31,258.37,2.23,,3.21,,,,,
2022-01-01,222.87,2.21,,2.95,,,,,
2022-01-02,209.26,2.32,,3.13,,,,,
2022-01-03,238.60,2.44,,3.10,,,,,
2022-01-04,212.52,2.33,,3.00,,,,,
2022-01-05,222.29,2.39,,2.95,,,,,
2022-01-06,204.15,2.30,,2.67,,,,,
2022-01-07,192.97,2.23,,2.75,,,,,
2022-01-08,170.84,2.14,,2.77,,,,,
2022-01-09,166.10,2.10,,2.73,,,,,
2022-01-10,196.71,2.11,,2.65,,,,,
2022-01-11,205.54,2.01,,2.40,,,,,
2022-01-12,197.10,2.14,,2.71,,,,,
2022-01-13,196.58,2.21,,2.80,,,,,
2022-01-14,211.29,2.09,,2.61,,,,,
2022-01-15,262.96,2.11,,2.82,,,,,
2022-01-16,285.99,2.17,,2.99,,,,,
2022-01-17,314.30,2.15,,2.96,,,,,
2022-01-18,271.06,2.10,,2.68,,,,,
2022-01-19,288.87,2.37,,2.58,,,,,
2022-01-20,278.94,2.10,,2.58,,,,,
2022-01-21,250.90,1.97,,2.64,,,,,
2022-01-22,172.53,1.71,,2.20,,,,,
2022-01-23,143.70,1.45,,1.83,,,,,
2022-01-24,163.23,1.48,,1.87,,,,,
2022-01-25,144.92,1.38,,1.69,,,,,
2022-01-26,139.24,1.37,,1.72,,,,,
2022-01-27,141.38,1.40,,1.65,,,,,
2022-01-28,126.36,1.42,,1.61,,,,,
2022-01-29,132.47,1.48,,1.64,,,,,
2022-01-30,131.46,1.53,,1.71,,,,,
2022-01-31,120.59,1.52,,1.66,,,,,
2022-02-01,112.46,1.51,,1.60,,,,,
2022-02-02,124.12,1.51,,1.65,,,,,
2022-02-03,112.56,1.43,,1.56,,,,,
2022-02-04,110.61,1.43,,1.53,,,,,
2022-02-05,131.24,1.56,,1.65,,,,,
2022-02-06,141.81,1.61,,1.72,,,,,
2022-02-07,143.20,1.70,,1.71,,,,,
2022-02-08,162.55,1.74,,1.88,,,,,
2022-02-09,150.37,1.71,,1.73,,,,,
2022-02-10,149.10,1.74,,1.73,,,,,
2022-02-11,140.67,1.65,,1.61,,,,,
2022-02-12,117.54,1.53,,1.51,,,,,
2022-02-13,112.15,1.54,,1.50,,,,,
2022-02-14,127.11,1.48,,1.47,,,,,
2022-02-15,136.88,1.48,,1.47,,,,,
2022-02-16,155.57,1.59,,1.52,,,,,
2022-02-17,160.49,1.57,,1.74,,,,,
2022-02-18,127.27,1.40,,1.52,,,,,
2022-02-19,120.01,1.36,,1.50,,,,,
2022-02-20,118.71,1.33,,1.47,,,,,
2022-02-21,110.65,1.25,,1.44,,,,,
2022-02-22,106.15,1.13,,1.35,,,,,
2022-02-23,107.83,1.17,,1.36,,,,,
2022-02-24,103.21,1.16,,1.35,,,,,
2022-02-25,97.85,1.12,,1.27,,,,,
2022-02-26,105.29,1.17,,1.31,,,,,
2022-02-27,115.45,1.20,,1.40,,,,,
2022-02-28,108.99,1.14,,1.34,,,,,
2022-03-01,142.29,1.25,,1.31,,,,,
2022-03-02,152.10,1.29,,1.30,,,,,
2022-03-03,166.02,1.25,,1.27,,,,,
2022-03-04,148.28,1.21,,1.21,,,,,
2022-03-05,128.59,1.12,,1.23,,,,,
2022-03-06,131.47,1.14,,1.22,,,,,
2022-03-07,132.53,1.09,,1.13,,,,,
2022-03-08,138.51,1.05,,1.01,,,,,
2022-03-09,153.56,1.06,,1.07,,,,,
2022-03-10,158.05,1.13,,1.11,,,,,
2022-03-11,147.15,1.49,,1.11,,,,,
2022-03-12,154.81,1.36,,1.08,,,,,
2022-03-13,166.42,1.33,,1.09,,,,,
2022-03-14,151.29,1.24,,1.03,,,,,
2022-03-15,153.00,1.27,,1.17,,,,,
2022-03-16,140.62,1.22,,1.12,,,,,
2022-03-17,151.07,1.27,,1.21,,,,,
2022-03-18,145.79,1.28,,1.29,,,,,
2022-03-19,147.99,1.30,,1.25,,,,,
2022-03-20,147.55,1.31,,1.26,,,,,
2022-03-21,147.82,1.27,,1.34,,,,,
2022-03-22,152.58,1.30,,1.28,,,,,
2022-03-23,159.05,1.31,,1.30,,,,,
2022-03-24,157.34,1.33,,1.30,,,,,
2022-03-25,151.83,1.36,,1.28,,,,,
2022-03-26,144.35,1.35,,1.27,,,,,
2022-03-27,145.56,1.36,,1.27,,,,,
2022-03-28,152.08,1.43,,1.31,,,,,
2022-03-29,151.50,1.42,,1.35,,,,,
2022-03-30,143.89,1.45,,1.34,,,,,
2022-03-31,140.41,1.51,,1.38,,,,,
2022-04-01,135.80,1.44,,1.46,,,,,
2022-04-02,132.26,1.47,,1.50,,,,,
2022-04-03,135.81,1.50,,1.48,,,,,
2022-04-04,138.64,1.53,,1.48,,,,,
2022-04-05,132.16,1.47,,1.45,,,,,
2022-04-06,124.57,1.42,,1.69,,,,,
2022-04-07,109.14,1.26,,1.57,,,,,
2022-04-08,102.30,1.31,,1.65,,,,,
2022-04-09,95.53,1.25,,1.57,,,,,
2022-04-10,97.92,1.29,,1.59,,,,,
2022-04-11,95.84,1.24,,1.58,,,,,
2022-04-12,81.66,1.13,,1.39,,,,,
2022-04-13,85.01,1.17,,1.40,,,,,
2022-04-14,93.62,1.22,,1.52,,,,,
2022-04-15,83.90,1.20,,1.41,,,,,
2022-04-16,83.55,1.20,,1.43,,,,,
2022-04-17,82.66,1.18,,1.42,,,,,
2022-04-18,78.28,1.14,,1.38,,,,,
2022-04-19,81.80,1.22,,1.38,,,,,
2022-04-20,83.78,1.22,,1.37,,,,,
2022-04-21,82.38,1.19,,1.39,,,,,
2022-04-22,75.01,1.16,,1.31,,,,,
2022-04-23,72.67,1.15,,1.29,,,,,
2022-04-24,71.02,1.13,,1.24,,,,,
2022-04-25,65.92,1.13,,1.21,,,,,
2022-04-26,64.81,1.11,,1.16,,,,,
2022-04-27,57.88,1.04,,1.09,,,,,
2022-04-28,59.07,1.05,,1.12,,,,,
2022-04-29,59.18,1.05,,1.12,,,,,
2022-04-30,53.44,1.02,,0.93,,,,,
2022-05-01,46.55,0.94,,0.98,,,,,
2022-05-02,44.80,0.96,,0.97,,,,,
2022-05-03,45.96,0.94,,0.90,,,,,
2022-05-04,45.06,0.92,,0.83,,,,,
2022-05-05,53.41,1.00,,0.91,,,,,
2022-05-06,47.81,0.89,,0.80,,,,,
2022-05-07,47.08,0.87,,0.76,,,,,
2022-05-08,45.27,0.83,,0.77,,,,,
2022-05-09,42.75,0.79,,0.71,,,,,
2022-05-10,34.59,0.66,,0.63,,,,,
2022-05-11,37.39,0.68,,0.66,,,,,
2022-05-12,24.56,0.60,,0.46,,,,,
2022-05-13,22.00,0.52,,0.42,,,,,
2022-05-14,27.76,0.55,,0.45,,,,,
2022-05-15,27.20,0.57,,0.49,,,,,
2022-05-16,32.37,0.62,,0.49,,,,,
2022-05-17,28.86,0.56,,0.45,,,,,
2022-05-18,30.08,0.58,,0.48,,,,,
2022-05-19,24.99,0.50,,0.45,,,,,
2022-05-20,27.25,0.54,,0.46,,,,,
2022-05-21,26.65,0.51,,0.45,,,,,
2022-05-22,26.43,0.53,,0.47,,,,,
2022-05-23,27.34,0.56,,0.49,,,,,
2022-05-24,26.32,0.62,,0.48,,,,,
2022-05-25,26.46,0.60,,0.47,,,,,
2022-05-26,25.23,0.59,,0.47,,,,,
2022-05-27,23.02,0.55,,0.44,,,,,
2022-05-28,19.67,0.52,,0.43,,,,,
2022-05-29,19.02,0.52,,0.44,,,,,
2022-05-30,21.59,0.53,,0.45,,,,,
2022-05-31,23.81,0.58,1.46,0.48,,,,,
2022-06-01,22.29,0.57,1.23,0.51,,,,,
2022-06-02,20.21,0.53,1.54,0.44,,,,,
2022-06-03,21.03,0.57,1.37,0.45,,,,,
2022-06-04,20.63,0.54,1.39,0.43,,,,,
2022-06-05,21.76,0.53,1.17,0.44,,,,,
2022-06-06,23.70,0.54,1.32,0.44,,,,,
2022-06-07,24.72,0.57,1.11,0.44,,,,,
2022-06-08,22.93,0.54,0.73,0.43,,,,,
2022-06-09,22.89,0.55,0.82,0.42,,,,,
2022-06-10,22.67,0.54,0.87,0.41,,,,,
2022-06-11,20.10,0.50,0.76,0.39,,,,,
2022-06-12,18.56,0.47,0.65,0.36,,,,,
2022-06-13,16.88,0.42,0.54,0.32,,,,,
2022-06-14,16.32,0.35,0.57,0.29,,,,,
2022-06-15,17.30,0.35,0.59,0.29,,,,,
2022-06-16,18.41,0.36,0.49,0.30,,,,,
2022-06-17,16.23,0.33,0.52,0.29,,,,,
2022-06-18,16.49,0.38,0.45,0.30,,,,,
2022-06-19,15.29,0.34,0.50,0.28,,,,,
2022-06-20,16.30,0.36,0.50,0.32,,,,,
2022-06-21,16.70,0.38,0.51,0.32,,,,,
2022-06-22,17.53,0.41,0.46,0.34,,,,,
2022-06-23,16.81,0.38,0.52,0.35,,,,,
2022-06-24,18.68,0.40,0.59,0.35,,,,,
2022-06-25,21.01,0.42,0.58,0.39,,,,,
2022-06-26,20.51,0.41,0.55,0.37,,,,,
2022-06-27,19.64,0.41,0.54,0.37,,,,,
2022-06-28,23.00,0.45,0.53,0.36,,,,,
2022-06-29,20.85,0.42,0.58,0.41,,,,,
2022-06-30,19.11,0.45,0.55,0.39,,,,,
2022-07-01,19.11,0.41,0.53,0.37,,,,,
2022-07-02,19.22,0.39,0.53,0.35,,,,,
2022-07-03,19.85,0.39,0.52,0.33,,,,,
2022-07-04,19.29,0.39,0.56,0.34,,,,,
2022-07-05,20.43,0.40,0.53,0.39,,,,,
2022-07-06,19.38,0.40,0.55,0.36,,,,,
2022-07-07,20.15,0.40,0.57,0.38,,,,,
2022-07-08,21.84,0.41,0.57,0.40,,,,,
2022-07-09,22.79,0.41,0.57,0.43,,,,,
2022-07-10,22.50,0.42,0.54,0.43,,,,,
2022-07-11,21.99,0.41,0.49,0.40,,,,,
2022-07-12,20.03,0.38,0.45,0.38,,,,,
2022-07-13,19.82,0.36,0.47,0.36,,,,,
2022-07-14,21.44,0.38,0.49,0.37,,,,,
2022-07-15,22.37,0.38,0.48,0.39,,,,,
2022-07-16,23.46,0.38,0.52,0.41,,,,,
2022-07-17,24.54,0.39,0.58,0.40,,,,,
2022-07-18,23.86,0.39,0.82,0.39,,,,,
2022-07-19,29.55,0.42,0.72,0.45,,,,,
2022-07-20,31.03,0.45,0.69,0.46,,,,,
2022-07-21,30.47,0.42,0.77,0.45,,,,,
2022-07-22,33.16,0.43,0.84,0.46,,,,,
2022-07-23,30.44,0.43,0.94,0.44,,,,,
2022-07-24,29.62,0.43,0.92,0.45,,,,,
2022-07-25,30.63,0.44,0.83,0.46,,,,,
2022-07-26,27.79,0.41,0.83,0.42,,,,,
2022-07-27,27.78,0.40,1.05,0.42,,,,,
2022-07-28,33.88,0.42,1.45,0.46,,,,,
2022-07-29,36.49,0.44,1.84,0.48,,,,,
2022-07-30,36.71,0.44,1.80,0.52,,,,,
2022-07-31,34.50,0.44,1.58,0.57,,,,,
2022-08-01,34.26,0.44,1.51,0.57,,,,,
2022-08-02,33.66,0.47,1.63,0.54,,,,,
2022-08-03,33.31,0.45,1.99,0.55,,,,,
2022-08-04,35.47,0.48,1.92,0.54,,,,,
2022-08-05,45.28,0.48,1.94,0.58,,,,,
2022-08-06,47.19,0.50,1.91,0.57,,,,,
2022-08-07,41.40,0.49,1.91,0.57,,,,,
2022-08-08,44.56,0.49,1.90,0.56,,,,,
2022-08-09,45.28,0.51,1.62,0.56,,,,,
2022-08-10,43.09,0.48,1.57,0.52,,,,,
2022-08-11,47.36,0.50,1.56,0.54,,,,,
2022-08-12,44.68,0.51,1.65,0.54,,,,,
2022-08-13,48.59,0.51,1.54,0.55,,,,,
2022-08-14,47.18,0.52,1.44,0.52,,,,,
2022-08-15,43.18,0.50,1.56,0.52,,,,,
2022-08-16,40.32,0.49,1.45,0.50,,,,,
2022-08-17,38.76,0.48,1.32,0.48,,,,,
2022-08-18,38.79,0.47,1.20,0.44,,,,,
2022-08-19,38.22,0.45,1.22,0.42,,,,,
2022-08-20,32.76,0.40,1.13,0.38,,,,,
2022-08-21,32.06,0.39,1.18,0.38,,,,,
2022-08-22,34.79,0.40,1.17,0.39,,,,,
2022-08-23,32.59,0.39,1.33,0.38,,,,,
2022-08-24,34.71,0.39,1.23,0.39,,,,,
2022-08-25,36.01,0.39,1.18,0.41,,,,,
2022-08-26,35.39,0.40,1.02,0.38,,,,,
2022-08-27,31.14,0.36,1.02,0.40,,,,,
2022-08-28,30.01,0.37,1.05,0.35,,,,,
2022-08-29,29.49,0.36,1.17,0.32,,,,,
2022-08-30,32.39,0.37,1.08,0.34,,,,,
2022-08-31,31.22,0.36,1.13,0.32,,,,,
2022-09-01,31.14,0.37,1.18,0.32,,,,,
2022-09-02,30.56,0.36,1.23,0.32,,,,,
2022-09-03,31.45,0.36,1.19,0.32,,,,,
2022-09-04,30.70,0.36,1.17,0.31,,,,,
2022-09-05,30.07,0.37,1.19,0.31,,,,,
2022-09-06,30.25,0.37,1.10,0.31,,,,,
2022-09-07,28.79,0.34,1.17,0.30,,,,,
2022-09-08,29.28,0.35,1.18,0.31,,,,,
2022-09-09,29.03,0.36,1.41,0.31,,,,,
2022-09-10,32.12,0.38,1.39,0.33,,,,,
2022-09-11,32.43,0.38,1.40,0.34,,,,,
2022-09-12,31.76,0.39,1.27,0.33,,,,,
2022-09-13,29.72,0.39,1.18,0.33,,,,,
2022-09-14,27.82,0.35,1.21,0.31,,,,,
2022-09-15,27.42,0.35,1.13,0.34,,,,,
2022-09-16,25.78,0.35,1.11,0.32,,,,,
2022-09-17,24.64,0.35,1.13,0.31,,,,,
2022-09-18,25.11,0.36,0.93,0.32,,,,,
2022-09-19,23.20,0.33,0.95,0.30,,,,,
2022-09-20,24.07,0.33,0.92,0.30,,,,,
2022-09-21,23.46,0.34,0.89,0.30,,,,,
2022-09-22,22.94,0.32,0.94,0.29,,,,,
2022-09-23,24.37,0.34,0.95,0.31,,,,,
2022-09-24,24.63,0.34,0.92,0.30,,,,,
2022-09-25,24.77,0.33,0.91,0.30,,,,,
2022-09-26,23.73,0.33,0.92,0.29,,,,,
2022-09-27,24.41,0.33,0.92,0.29,,,,,
2022-09-28,23.82,0.33,0.91,0.29,,,,,
2022-09-29,24.06,0.33,0.90,0.29,,,,,
2022-09-30,24.74,0.33,0.91,0.29,,,,,
2022-10-01,24.11,0.32,0.89,0.29,,,,,
2022-10-02,23.81,0.32,0.84,0.29,,,,,
2022-10-03,23.35,0.32,0.87,0.28,,,,,
2022-10-04,23.74,0.32,0.87,0.29,,,,,
2022-10-05,25.27,0.33,0.86,0.29,,,,,
2022-10-06,28.55,0.33,0.85,0.29,,,,,
2022-10-07,26.48,0.32,0.85,0.29,,,,,
2022-10-08,26.80,0.32,0.83,0.28,,,,,
2022-10-09,25.86,0.33,0.84,0.29,,,,,
2022-10-10,25.87,0.34,0.75,0.29,,,,,
2022-10-11,25.05,0.32,0.74,0.28,,,,,
2022-10-12,24.21,0.31,0.75,0.28,,,,,
2022-10-13,24.32,0.31,0.73,0.28,,,,,
2022-10-14,24.56,0.30,0.72,0.28,,,,,
2022-10-15,24.63,0.30,0.69,0.28,,,,,
2022-10-16,24.30,0.30,0.70,0.28,,,,,
2022-10-17,26.57,0.30,0.76,0.28,,,,,
2022-10-18,29.84,0.31,0.74,0.29,,,,,
2022-10-19,27.89,0.31,0.69,0.28,,,,,
2022-10-20,27.71,0.29,0.67,0.28,,,,,
2022-10-21,26.61,0.30,0.73,0.28,,,,,
2022-10-22,27.19,0.30,0.75,0.27,,,,,
2022-10-23,28.31,0.30,0.83,0.28,,,,,
2022-10-24,29.56,0.31,0.84,0.28,,,,,
2022-10-25,28.53,0.30,0.97,0.28,,,,,
2022-10-26,30.33,0.31,1.11,0.29,,,,,
2022-10-27,30.08,0.32,1.07,0.29,,,,,
2022-10-28,28.59,0.31,1.15,0.29,,,,,
2022-10-29,29.28,0.31,1.08,0.30,,,,,
2022-10-30,30.77,0.32,1.04,0.29,,,,,
2022-10-31,30.18,0.32,1.04,0.29,,,,,
2022-11-01,28.89,0.32,1.00,0.30,,,,,
2022-11-02,28.98,0.32,1.03,0.30,,,,,
2022-11-03,28.00,0.31,1.12,0.29,,,,,
2022-11-04,27.61,0.32,1.36,0.30,,,,,
2022-11-05,29.56,0.33,1.31,0.32,,,,,
2022-11-06,29.39,0.34,1.29,0.32,,,,,
2022-11-07,27.26,0.32,1.31,0.30,,,,,
2022-11-08,27.04,0.32,0.97,0.30,,,,,
2022-11-09,23.93,0.28,0.78,0.27,,,,,
2022-11-10,18.65,0.22,1.04,0.21,,,,,
2022-11-11,21.96,0.25,1.01,0.24,,,,,
2022-11-12,19.86,0.24,0.92,0.22,,,,,
2022-11-13,19.29,0.24,0.90,0.21,,,,,
2022-11-14,18.46,0.22,0.92,0.20,,,,,
2022-11-15,18.99,0.22,0.93,0.19,,,,,
2022-11-16,19.64,0.25,0.90,0.20,,,,,
2022-11-17,19.01,0.24,0.89,0.20,,,,,
2022-11-18,19.08,0.23,0.91,0.19,,,,,
2022-11-19,19.28,0.25,0.93,0.23,,,,,
2022-11-20,19.29,0.24,0.85,0.22,,,,,
2022-11-21,17.79,0.23,0.84,0.20,,,,,
2022-11-22,17.02,0.22,0.86,0.19,,,,,
2022-11-23,17.44,0.23,0.93,0.19,,,,,
2022-11-24,17.92,0.24,0.95,0.20,,,,,
2022-11-25,17.78,0.24,0.92,0.21,,,,,
2022-11-26,17.77,0.24,0.91,0.20,,,,,
2022-11-27,18.02,0.24,0.88,0.20,,,,,
2022-11-28,18.17,0.24,0.87,0.20,,,,,
2022-11-29,17.91,0.25,0.89,0.20,,,,,
2022-11-30,18.03,0.25,1.00,0.20,,,,,
2022-12-01,19.85,0.26,1.06,0.20,,,,,
2022-12-02,19.20,0.25,1.11,0.20,,,,,
2022-12-03,19.11,0.25,1.04,0.21,,,,,
2022-12-04,18.80,0.25,1.07,0.20,,,,,
2022-12-05,18.78,0.25,1.03,0.20,,,,,
2022-12-06,18.73,0.26,1.06,0.20,,,,,
2022-12-07,18.42,0.26,1.02,0.20,,,,,
2022-12-08,17.91,0.25,1.08,0.20,,,,,
2022-12-09,17.82,0.26,1.07,0.20,,,,,
2022-12-10,17.56,0.27,1.05,0.20,,,,,
2022-12-11,17.94,0.27,1.02,0.20,,,,,
2022-12-12,17.91,0.29,1.04,0.20,,,,,
2022-12-13,18.30,0.31,1.14,0.20,,,,,
2022-12-14,18.73,0.30,1.15,0.20,,,,,
2022-12-15,18.52,0.28,1.06,0.20,,,,,
2022-12-16,17.63,0.27,0.94,0.20,,,,,
2022-12-17,16.44,0.24,0.95,0.19,,,,,
2022-12-18,17.03,0.24,0.93,0.19,,,,,
2022-12-19,17.15,0.24,0.88,0.19,,,,,
2022-12-20,16.95,0.22,0.97,0.18,,,,,
2022-12-21,17.19,0.23,0.96,0.18,,,,,
2022-12-22,17.03,0.23,0.95,0.18,,,,,
2022-12-23,16.91,0.23,0.96,0.17,,,,,
2022-12-24,16.70,0.23,0.93,0.18,,,,,
2022-12-25,16.62,0.24,0.93,0.17,,,,,
2022-12-26,16.71,0.23,0.95,0.17,,,,,
2022-12-27,16.59,0.23,0.94,0.17,,,,,
2022-12-28,16.53,0.22,0.90,0.17,,,,,
2022-12-29,16.34,0.21,0.91,0.17,,,,,
2022-12-30,16.37,0.21,0.91,0.17,,,,,
2022-12-31,16.26,0.22,0.92,0.16,,,,,
2023-01-01,16.05,0.21,0.92,0.16,,,,,
2023-01-02,16.24,0.21,0.96,0.16,,,,,
2023-01-03,16.43,0.22,0.96,0.16,,,,,
2023-01-04,16.44,0.22,1.03,0.17,,,,,
2023-01-05,17.46,0.22,1.02,0.17,,,,,
2023-01-06,16.89,0.22,1.09,0.17,,,,,
2023-01-07,17.83,0.22,1.09,0.17,,,,,
2023-01-08,18.69,0.22,1.26,0.18,,,,,
2023-01-09,18.85,0.23,1.25,0.18,,,,,
2023-01-10,19.14,0.23,1.27,0.19,,,,,
2023-01-11,20.17,0.24,1.28,0.18,,,,,
2023-01-12,20.33,0.24,1.39,0.19,,,,,
2023-01-13,20.91,0.25,1.59,0.19,,,,,
2023-01-14,21.84,0.26,1.72,0.19,,,,,
2023-01-15,21.53,0.27,1.82,0.20,,,,,
2023-01-16,21.48,0.27,1.79,0.20,,,,,
2023-01-17,21.72,0.28,1.74,0.21,,,,,
2023-01-18,21.58,0.27,1.66,0.21,,,,,
2023-01-19,20.04,0.25,1.75,0.20,,,,,
2023-01-20,19.76,0.26,2.15,0.20,,,,,
2023-01-21,22.25,0.28,2.20,0.21,,,,,
2023-01-22,22.43,0.27,2.18,0.21,,,,,
2023-01-23,21.90,0.28,2.17,0.20,,,,,
2023-01-24,25.62,0.29,1.99,0.22,,,,,
2023-01-25,24.21,0.28,2.38,0.23,,,,,
2023-01-26,27.47,0.29,2.21,0.23,,,,,
2023-01-27,28.64,0.29,2.27,0.21,,,,,
2023-01-28,32.12,0.30,2.19,0.23,,,,,
2023-01-29,31.10,0.29,2.38,0.23,,,,,
2023-01-30,35.82,0.30,2.13,0.24,,,,,
2023-01-31,33.09,0.27,2.17,0.22,,,,,
2023-02-01,36.39,0.28,2.72,0.22,,,,,
2023-02-02,36.56,0.29,2.79,0.23,,,,,
2023-02-03,37.34,0.29,3.10,0.24,,,,,
2023-02-04,37.68,0.31,3.00,0.25,,,,,
2023-02-05,39.49,0.31,2.94,0.26,,,,,
2023-02-06,36.87,0.30,2.91,0.26,,,,,
2023-02-07,36.17,0.30,3.02,0.26,,,,,
2023-02-08,36.50,0.31,2.76,0.27,,,,,
2023-02-09,34.83,0.32,2.40,0.27,,,,,
2023-02-10,30.03,0.29,2.42,0.26,,,,,
2023-02-11,33.41,0.29,2.49,0.26,,,,,
2023-02-12,36.30,0.29,2.34,0.24,,,,,
2023-02-13,35.49,0.30,2.21,0.26,,,,,
2023-02-14,33.60,0.30,2.42,0.24,,,,,
2023-02-15,34.99,0.31,2.82,0.25,,,,,
2023-02-16,37.85,0.34,2.62,0.26,,,,,
2023-02-17,38.31,0.32,2.80,0.25,,,,,
2023-02-18,42.89,0.33,2.77,0.26,,,,,
2023-02-19,41.77,0.38,2.58,0.26,,,,,
2023-02-20,39.90,0.60,2.60,0.26,,,,,
2023-02-21,40.41,0.61,2.52,0.27,,,,,
2023-02-22,36.91,0.65,2.71,0.27,,,,,
2023-02-23,36.40,0.73,2.88,0.26,,,,,
2023-02-24,36.52,0.82,3.06,0.26,,,,,
2023-02-25,34.40,0.73,2.75,0.25,,,,,
2023-02-26,33.50,0.77,3.01,0.31,,,,,
2023-02-27,34.50,0.79,2.90,0.30,,,,,
2023-02-28,33.55,0.92,2.70,0.29,,,,,
2023-03-01,31.84,0.89,2.76,0.27,,,,,
2023-03-02,32.31,0.99,2.73,0.27,,,,,
2023-03-03,31.31,0.93,2.54,0.26,,,,,
2023-03-04,29.89,0.85,2.36,0.26,,,,,
2023-03-05,28.94,0.73,2.43,0.25,,,,,
2023-03-06,29.66,0.75,2.51,0.25,,,,,
2023-03-07,29.12,0.76,2.40,0.25,,,,,
2023-03-08,27.74,0.69,2.23,0.24,,,,,
2023-03-09,27.15,0.63,2.20,0.22,,,,,
2023-03-10,25.49,0.58,2.15,0.22,,,,,
2023-03-11,26.11,0.60,1.89,0.21,,,,,
2023-03-12,24.90,0.61,2.35,0.20,,,,,
2023-03-13,28.65,0.74,2.62,0.21,,,,,
