Date,Aave ($),Compound ($),Venus ($),BENQI ($),Maple Finance ($),TrueFi ($),Morpho ($),Radiant Capital ($),Goldfinch ($),BendDAO ($),Euler ($),Sonne Finance ($),Gearbox ($),Notional Finance ($),Shoebill Finance ($)
2020-10-19,,159039.75,,,,,,,,,,,,,
2020-10-20,,141447.32,,,,,,,,,,,,,
2020-10-21,,148577.96,,,,,,,,,,,,,
2020-10-22,,157834.26,,,,,,,,,,,,,
2020-10-23,,164082.89,,,,,,,,,,,,,
2020-10-24,,176080.70,,,,,,,,,,,,,
2020-10-25,,169625.77,,,,,,,,,,,,,
2020-10-26,,172395.65,,,,,,,,,,,,,
2020-10-27,,175847.33,,,,,,,,,,,,,
2020-10-28,,178395.90,,,,,,,,,,,,,
2020-10-29,,177776.44,,,,,,,,,,,,,
2020-10-30,,172102.19,,,,,,,,,,,,,
2020-10-31,,171971.54,,,,,,,,,,,,,
2020-11-01,,178417.22,,,,,,,,,,,,,
2020-11-02,,172241.17,,,,,,,,,,,,,
2020-11-03,,171549.49,,,,,,,,,,,,,
2020-11-04,,172082.21,,,,,,,,,,,,,
2020-11-05,,181725.15,,,,,,,,,,,,,
2020-11-06,,184915.69,,,,,,,,,,,,,
2020-11-07,,195418.79,,,,,,,,,,,,,
2020-11-08,,199121.87,,,,,,,,,,,,,
2020-11-09,,184972.08,,,,,,,,,,,,,
2020-11-10,,186686.94,,,,,,,,,,,,,
2020-11-11,,195853.65,,,,,,,,,,,,,
2020-11-12,,207598.23,,,,,,,,,,,,,
2020-11-13,,211920.67,,,,,,,,,,,,,
2020-11-14,,207902.19,,,,,,,,,,,,,
2020-11-15,,207416.87,,,,,,,,,,,,,
2020-11-16,,202285.50,,,,,,,,,,,,,
2020-11-17,,203667.29,,,,,,,,,,,,,
2020-11-18,,235637.62,,,,,,,,,,,,,
2020-11-19,,250911.63,,,,,,,,,,,,,
2020-11-20,,244568.76,,,,,,,,,,,,,
2020-11-21,,260957.08,,,,0.00,,,,,,,,,
2020-11-22,,287247.81,,,,0.00,,,,,,,,,
2020-11-23,,274764.05,0.00,,,0.00,,,,,,,,,
2020-11-24,,287042.16,31.77,,,0.00,,,,,,,,,
2020-11-25,,283569.28,2066.57,,,8702.26,,,,,,,,,
2020-11-26,,225781.50,3895.24,,,0.00,,,,,,,,,
2020-11-27,,180383.10,5191.59,,,12543.96,,,,,,,,,
2020-11-28,,206290.20,6231.36,,,0.00,,,,,,,,,
2020-11-29,,206486.13,6329.88,,,0.00,,,,,,,,,
2020-11-30,,214219.49,6935.34,,,0.00,,,,,,,,,
2020-12-01,0.00,237521.15,7467.81,,,0.00,,,,,,,,,
2020-12-02,0.18,228585.21,7818.67,,,0.00,,,5.01,,,,,,
2020-12-03,42.30,254282.82,8343.74,,,0.00,,,0.00,,,,,,
2020-12-04,188.66,236259.33,9026.36,,,0.00,,,0.00,,,,,,
2020-12-05,423.85,224658.89,10610.88,,,0.00,,,0.00,,,,,,
2020-12-06,732.89,234414.52,11206.15,,,0.00,,,0.00,,,,,,
2020-12-07,1746.16,220287.31,11664.10,,,0.00,,,0.00,,,,,,
2020-12-08,1702.15,225083.34,12126.86,,,0.00,,,0.00,,,,,,
2020-12-09,1657.72,225566.48,12387.43,,,0.00,,,0.00,,,,,,
2020-12-10,1656.38,215140.26,13292.66,,,19602.64,,,0.23,,,,,,
2020-12-11,1268.99,219776.22,14242.44,,,2481.36,,,0.19,,,,,,
2020-12-12,1758.64,219244.67,13315.35,,,0.00,,,0.00,,,,,,
2020-12-13,2097.83,226049.32,13665.12,,,0.00,,,0.00,,,,,,
2020-12-14,2618.50,235234.58,14019.61,,,16214.02,,,0.00,,,,,,
2020-12-15,4634.61,245665.13,14599.35,,,0.00,,,0.00,,,,,,
2020-12-16,4262.11,263330.30,14588.18,,,0.00,,,0.00,,,,,,
2020-12-17,8652.21,282367.17,14446.89,,,0.00,,,0.00,,,,,,
2020-12-18,4881.05,336041.01,14330.00,,,2501.19,,,0.38,,,,,,
2020-12-19,4688.02,345543.96,13833.47,,,0.00,,,0.00,,,,,,
2020-12-20,6593.86,341359.22,13886.71,,,0.00,,,0.00,,,,,,
2020-12-21,6863.69,360915.54,14151.60,,,0.00,,,0.27,,,,,,
2020-12-22,5240.70,336535.07,13794.84,,,0.00,,,0.00,,,,,,
2020-12-23,5721.25,371932.55,13029.45,,,0.00,,,0.00,,,,,,
2020-12-24,7653.11,372003.56,12898.37,,,0.00,,,0.00,,,,,,
2020-12-25,8359.93,385254.36,14037.54,,,33634.79,,,0.00,,,,,,
2020-12-26,7005.08,385123.70,15412.62,,,0.00,,,0.00,,,,,,
2020-12-27,6727.04,438673.01,15820.69,,,0.00,,,0.04,,,,,,
2020-12-28,9346.55,465099.00,15903.12,,,0.00,,,0.38,,,,,,
2020-12-29,6182.96,430333.86,13144.92,,,0.00,,,0.00,,,,,,
2020-12-30,18298.02,542875.68,12693.65,,,0.00,,,0.00,,,,,,
2020-12-31,14291.28,624412.13,12687.82,,,0.00,,,0.19,,,,,,
2021-01-01,18098.24,607786.14,13243.13,,,25054.15,,,0.00,,,,,,
2021-01-02,22113.20,649845.88,13815.43,,,0.00,,,0.00,,,,,,
2021-01-03,22507.35,677980.77,13775.59,,,0.00,,,0.19,,,,,,
2021-01-04,18946.15,480112.70,9793.41,,,0.00,,,0.00,,,,,,
2021-01-05,12793.23,393440.28,8730.03,,,0.00,,,0.22,,,,,,
2021-01-06,37347.29,431826.54,9097.88,,,0.00,,,0.00,,,,,,
2021-01-07,28588.76,480350.35,8550.45,,,0.00,,,0.00,,,,,,
2021-01-08,31913.42,478701.66,10023.64,,,9524.66,,,0.00,,,,,,
2021-01-09,27184.52,397867.11,9920.74,,,2507.80,,,0.00,,,,,,
2021-01-10,25515.76,440100.72,10887.96,,,0.00,,,0.00,,,,,,
2021-01-11,25032.95,457535.69,12204.64,,,0.00,,,0.00,,,,,,
2021-01-12,20157.34,486750.07,13483.33,,,63813.11,,,0.39,,,,,,
2021-01-13,23103.78,500031.27,11246.23,,,0.00,,,0.00,,,,,,
2021-01-14,39887.33,658463.99,6575.72,,,0.00,,,0.00,,,,,,
2021-01-15,34499.11,701410.73,8080.64,,,25216.48,,,0.00,,,,,,
2021-01-16,33790.33,802343.06,12888.40,,,0.00,,,0.00,,,,,,
2021-01-17,44309.68,753678.42,13467.49,,,22506.01,,,0.19,,,,,,
2021-01-18,36881.88,694017.67,13153.77,,,0.00,,,0.19,,,,,,
2021-01-19,55315.98,737392.49,14131.66,,,0.00,,,0.00,,,,,,
2021-01-20,45791.22,744256.25,16114.44,,,0.00,,,0.00,,,,,,
2021-01-21,52088.32,692898.77,15924.22,,,7398.35,,,0.00,,,,,,
2021-01-22,48744.98,569570.51,18296.66,,,0.00,,,0.00,,,,,,
2021-01-23,48149.46,496825.59,18634.19,,,0.00,,,0.00,,,,,,
2021-01-24,59492.51,486268.33,18307.08,,,0.00,,,0.00,,,,,,
2021-01-25,58479.92,530379.89,19081.14,,,0.00,,,0.00,,,,,,
2021-01-26,44622.49,458810.57,20703.99,,,3745.98,,,0.00,,,,,,
2021-01-27,52324.33,455549.99,20113.38,,,0.00,,,0.00,,,,,,
2021-01-28,57924.65,520730.36,20766.46,,,0.00,,,0.00,,,,,,
2021-01-29,66395.51,601185.23,23940.17,,,0.00,,,1468.50,,,,,,
2021-01-30,68796.53,689856.27,23315.10,,,0.00,,,0.00,,,,,,
2021-01-31,71546.00,702946.03,23981.93,,,96814.37,,,0.00,,,,,,
2021-02-01,58447.93,689764.31,24400.07,,,0.00,,,0.00,,,,,,
2021-02-02,106116.63,750011.26,25044.28,,,0.00,,,0.00,,,,,,
2021-02-03,127628.56,837373.41,29690.51,,,0.00,,,0.00,,,,,,
2021-02-04,1743778.31,997919.88,33769.69,,,0.00,,,0.00,,,,,,
2021-02-05,107579.34,1031454.64,38610.63,,,0.00,,,0.00,,,,,,
2021-02-06,86778.72,1048735.44,38739.14,,,9885.08,,,0.00,,,,,,
2021-02-07,72173.61,1100389.72,39861.09,,,0.00,,,0.00,,,,,,
2021-02-08,129580.82,1100708.66,47588.68,,,0.00,,,0.00,,,,,,
2021-02-09,178478.80,1328801.87,62885.48,,,0.00,,,0.00,,,,,,
2021-02-10,184437.50,1412210.41,78659.89,,,0.00,,,0.00,,,,,,
2021-02-11,174075.00,1379396.54,82108.16,,,25308.83,,,0.00,,,,,,
2021-02-12,129639.59,1393880.29,89258.50,,,0.00,,,0.00,,,,,,
2021-02-13,124628.67,1407512.99,92349.55,,,0.00,,,0.00,,,,,,
2021-02-14,122607.00,1414203.10,133209.45,,,96294.33,,,0.00,,,,,,
2021-02-15,153641.19,1433877.92,148466.21,,,49103.11,,,0.00,,,,,,
2021-02-16,168851.93,1340816.83,171217.15,,,0.00,,,0.00,,,,,,
2021-02-17,156267.69,1541310.03,200451.34,,,0.00,,,0.00,,,,,,
2021-02-18,182369.89,1534108.81,245190.33,,,0.00,,,0.00,,,,,,
2021-02-19,154344.26,1486638.84,303782.93,,,0.00,,,0.00,,,,,,
2021-02-20,151870.37,1445768.86,325003.13,,,29296.49,,,0.00,,,,,,
2021-02-21,139056.72,1419745.40,354833.64,,,0.00,,,0.00,,,,,,
2021-02-22,136992.36,1356583.85,339840.74,,,0.00,,,0.00,,,,,,
2021-02-23,109019.10,1051265.14,285964.44,,,24099.87,,,0.00,,,,,,
2021-02-24,131516.53,959771.20,289196.70,,,14476.21,,,0.00,,,,,,
2021-02-25,152246.48,1032370.46,291380.67,,,0.00,,,0.00,,,,,,
2021-02-26,98260.15,969165.91,280609.57,,,40295.95,,,5546.38,,,,,,
2021-02-27,96670.30,862684.58,275349.52,,,15012.61,,,0.00,,,,,,
2021-02-28,108414.48,796046.66,262803.94,,,0.00,,,0.00,,,,,,
2021-03-01,111618.96,748099.83,272626.12,,,0.00,,,0.00,,,,,,
2021-03-02,106219.81,816305.12,241356.53,,,0.00,,,0.00,,,,,,
2021-03-03,134124.22,1009579.54,247052.43,,,0.00,,,0.00,,,,,,
2021-03-04,135845.49,1181883.69,295599.34,,,0.00,,,0.00,,,,,,
2021-03-05,109597.49,1128588.27,284446.11,,,0.00,,,0.00,,,,,,
2021-03-06,107344.36,1086859.26,294891.16,,,0.00,,,0.00,,,,,,
2021-03-07,306266.95,955830.73,265776.60,,,0.00,,,0.00,,,,,,
2021-03-08,255051.60,995283.15,255164.99,,,2517.66,,,0.00,,,,,,
2021-03-09,229519.51,1098539.89,281356.92,,,0.00,,,0.00,,,,,,
2021-03-10,292412.13,1426678.62,319871.89,,,0.00,,,1478.88,,,,,,
2021-03-11,303600.68,1556456.60,436614.78,,,0.00,,,0.00,,,,,,
2021-03-12,176938.68,1215449.28,437150.22,,,0.00,,,0.00,,,,,,
2021-03-13,155797.06,958581.06,450180.78,,,95000.79,,,0.00,,,,,,
2021-03-14,186402.59,962201.76,286080.14,,,0.00,,,0.00,,,,,,
2021-03-15,185271.26,919790.40,265979.97,,,0.00,,,0.00,,,,,,
2021-03-16,188629.09,991958.90,254411.67,,,5013.37,,,2958.46,,,,,,
2021-03-17,227477.48,1114680.16,256930.71,,,0.00,,,0.00,,,,,,
2021-03-18,278605.40,1244847.89,258239.21,,,0.00,,,0.00,,,,,,
2021-03-19,179841.15,1324167.92,261838.52,,,0.00,,,0.00,,,,,,
2021-03-20,178910.50,1367266.91,272528.73,,,0.00,,,0.00,,,,,,
2021-03-21,163965.15,1283214.36,287741.10,,,0.00,,,0.00,,,,,,
2021-03-22,160252.23,1316905.50,315617.13,,,0.00,,,0.00,,,,,,
2021-03-23,147884.11,1268698.49,316925.15,,,0.00,,,0.00,,,,,,
2021-03-24,173034.75,1317417.86,471102.25,,,0.00,,,0.00,,,,,,
2021-03-25,149262.34,1140009.94,304053.27,,,31767.46,,,0.00,,,,,,
2021-03-26,148450.00,1031688.62,390724.57,,,3776.14,,,0.00,,,,,,
2021-03-27,178481.53,1782308.22,426870.40,,,2482.78,,,0.00,,,,,,
2021-03-28,167997.07,2026847.29,471387.51,,,69180.39,,,0.00,,,,,,
2021-03-29,156576.51,1726443.10,572419.94,,,0.00,,,5548.28,,,,,,
2021-03-30,171776.83,1787734.93,600488.70,,,0.00,,,0.00,,,,,,
2021-03-31,230636.45,1584290.91,480891.22,,,0.00,,,0.00,,,,,,
2021-04-01,241866.42,1621380.63,523679.54,,,0.00,,,0.00,,,,,,
2021-04-02,245352.24,1659428.40,446924.68,,,0.00,,,4438.86,,,,,,
2021-04-03,323459.43,2036495.42,447852.11,,,0.00,,,0.00,,,,,,
2021-04-04,322350.03,2228241.96,422982.54,,,0.00,,,0.00,,,,,,
2021-04-05,270220.91,1982471.50,494475.95,,,0.00,,,0.00,,,,,,
2021-04-06,226390.79,1867716.71,504652.70,,,0.00,,,0.00,,,,,,
2021-04-07,215587.11,1800156.56,529144.34,,,0.00,,,0.00,,,,,,
2021-04-08,193257.96,1752641.50,646179.79,,,0.00,,,0.00,,,,,,
2021-04-09,186726.78,1796544.16,792401.05,,,0.00,,,0.00,,,,,,
2021-04-10,248429.91,2029297.11,983439.35,,,0.00,,,0.00,,,,,,
2021-04-11,271393.20,2013102.42,1070827.74,,,0.00,,,0.00,,,,,,
2021-04-12,244581.09,1831942.83,1112805.10,,,0.00,,,0.00,,,,,,
2021-04-13,241041.86,1405916.44,968313.08,,,27195.99,,,0.00,,,,,,
2021-04-14,305213.17,1434982.32,873147.38,,,0.00,,,0.59,,,,,,
2021-04-15,409278.16,2095528.43,933883.49,,,0.00,,,0.00,,,,,,
2021-04-16,413028.37,2246303.78,967063.31,,,0.00,,,0.00,,,,,,
2021-04-17,340379.00,1975731.36,899878.46,,,0.00,,,0.00,,,,,,
2021-04-18,329926.72,1499692.34,621196.26,,,0.00,,,0.00,,,,,,
2021-04-19,310598.79,1221631.29,584977.51,,,12484.61,,,0.00,,,,,,
2021-04-20,281021.82,940495.04,568485.87,,,0.00,,,0.00,,,,,,
2021-04-21,277696.05,1089600.66,631744.13,,,0.00,,,0.00,,,,,,
2021-04-22,328069.65,1458258.02,418901.55,,,2481.14,,,0.00,,,,,,
2021-04-23,262708.39,1387373.42,307195.91,,,0.00,,,0.00,,,,,,
2021-04-24,248521.30,1140552.04,340450.19,,,0.00,,,0.82,,,,,,
2021-04-25,299925.05,1028695.51,347340.54,,,0.00,,,0.00,,,,,,
2021-04-26,458065.58,1056615.14,358402.78,,,0.00,,,0.00,,,,,,
2021-04-27,593214.41,1066296.74,401453.34,,,0.00,,,0.00,,,,,,
2021-04-28,646329.06,1062426.38,471311.80,,,0.00,,,0.00,,,,,,
2021-04-29,729346.04,1086223.78,533878.01,,,0.00,,,0.00,,,,,,
2021-04-30,846548.52,1007378.58,615486.51,,,0.00,,,0.00,,,,,,
2021-05-01,1010429.51,1064127.63,665880.19,,,0.00,,,0.00,,,,,,
2021-05-02,868444.75,1053707.07,742879.73,,,0.00,,,8003.32,,,,,,
2021-05-03,1654981.02,1211878.97,915383.79,,,0.00,,,4438.04,,,,,,
2021-05-04,1341343.83,1329472.67,968905.22,,,0.00,,,0.00,,,,,,
2021-05-05,1444886.06,1320644.34,894597.46,,,0.00,,,0.00,,,,,,
2021-05-06,1515314.65,1353352.13,773876.70,,,0.00,,,0.00,,,,,,
2021-05-07,1763765.60,1408384.83,961689.10,,,5032.88,,,0.00,,,,,,
2021-05-08,1650866.58,1439240.13,1371152.27,,,0.00,,,0.00,,,,,,
2021-05-09,1257235.73,1399971.28,1879647.69,,,0.00,,,0.00,,,,,,
2021-05-10,1701790.30,1506955.85,1663641.06,,,7478.53,,,0.00,,,,,,
2021-05-11,1658464.98,1438741.24,1542682.66,,,0.00,,,0.00,,,,,,
2021-05-12,2047162.98,1497976.53,1523210.52,,,0.00,,,0.00,,,,,,
2021-05-13,1744422.92,1582969.54,949359.25,,,0.00,,,0.00,,,,,,
2021-05-14,1731224.42,1828134.19,778532.15,,,0.00,,,5736.07,,,,,,
2021-05-15,1637687.80,1807024.88,884078.91,,,0.00,,,0.00,,,,,,
2021-05-16,1276782.27,1563709.83,859255.96,,,0.00,,,0.00,,,,,,
2021-05-17,1234132.98,1397927.64,673130.72,,,0.00,,,4179.74,,,,,,
2021-05-18,1149282.56,1472534.68,675480.23,,,0.00,,,0.00,,,,,,
2021-05-19,1647309.78,954346.11,586405.49,,,0.00,,,1253.58,,,,,,
2021-05-20,1365406.91,714980.20,304066.87,,,0.00,,,0.00,,,,,,
2021-05-21,1342775.10,686318.59,280112.11,,,274310.35,,,0.00,,,,,,
2021-05-22,1168537.19,621787.32,177458.46,,,0.00,,,0.00,,,,,,
2021-05-23,858441.65,578133.06,148333.90,,,0.00,,,0.00,,,,,,
2021-05-24,847621.61,550979.12,166258.34,,,237546.71,,,0.00,,,,,,
2021-05-25,885519.98,568089.09,168684.12,,,371499.22,,,0.00,,,,,,
2021-05-26,879482.97,587428.27,179291.45,,75016.42,0.00,,,0.00,,,,,,
2021-05-27,957254.10,592089.45,176239.46,,10003.66,0.00,,,0.00,,,,,,
2021-05-28,868516.93,592271.49,162156.81,,0.00,0.00,,,4438.41,,,,,,
2021-05-29,959253.99,571956.73,167038.94,,0.00,0.00,,,1.23,,,,,,
2021-05-30,863877.76,486236.50,212798.58,,0.00,0.00,,,5547.72,,,,,,
2021-05-31,968073.30,527823.19,208489.52,,0.00,0.00,,,0.00,,,,,,
2021-06-01,977205.30,544394.87,192568.12,,0.00,0.00,,,0.00,,,,,,
2021-06-02,1006268.84,564729.60,265657.76,,60008.01,0.00,,,0.00,,,,,,
2021-06-03,1014510.28,571133.26,341437.76,,25000.73,0.00,,,0.00,,,,,,
2021-06-04,1107742.36,578133.51,325152.10,,0.00,0.00,,,0.08,,,,,,
2021-06-05,1152328.12,576360.30,298349.21,,0.00,40750.56,,,0.00,,,,,,
2021-06-06,1044733.62,578753.97,289387.57,,0.00,0.00,,,0.00,,,,,,
2021-06-07,1061196.44,578273.30,229858.38,,0.00,0.00,,,0.00,,,,,,
2021-06-08,1006004.54,596740.36,153912.11,,0.00,0.00,,,0.00,,,,,,
2021-06-09,1033177.08,578629.60,159945.51,,0.00,0.00,,,0.00,,,,,,
2021-06-10,1071744.09,572346.54,174259.25,,0.00,0.00,,,1.23,,,,,,
2021-06-11,1028778.80,555909.01,166183.19,,0.00,0.00,,,0.00,,,,,,
2021-06-12,948643.58,526465.49,167355.38,,0.00,0.00,,,0.00,,,,,,
2021-06-13,958801.28,537019.77,196962.84,,0.00,0.00,,,0.00,,,,,,
2021-06-14,939478.21,546694.60,204986.55,,0.00,0.00,,,0.00,,,,,,
2021-06-15,1030666.76,560627.55,220629.53,,0.00,0.00,,,0.00,,,,,,
2021-06-16,987660.45,562791.70,204780.08,,0.00,0.00,,,0.00,,,,,,
2021-06-17,1009970.38,569492.01,146385.85,,0.00,0.00,,,0.00,,,,,,
2021-06-18,864875.36,556629.34,116607.87,,0.00,0.00,,,0.00,,,,,,
2021-06-19,849102.06,537209.09,115356.75,,0.00,0.00,,,0.00,,,,,,
2021-06-20,804090.34,512813.42,117433.96,,0.00,0.00,,,0.00,,,,,,
2021-06-21,765917.70,459044.66,107828.03,,0.00,0.00,,,0.00,,,,,,
2021-06-22,730101.82,404397.81,98111.82,,0.00,44518.25,,,0.00,,,,,,
2021-06-23,720224.46,421745.12,108003.68,,190722.37,0.00,,,1.11,,,,,,
2021-06-24,709896.23,433643.76,108733.99,,0.00,66650.35,,,1.23,,,,,,
2021-06-25,703253.92,449990.48,100896.07,,0.00,0.00,,,1482.00,,,,,,
2021-06-26,687876.36,445683.10,99231.00,,0.00,0.00,,,0.00,,,,,,
2021-06-27,801094.20,444860.95,101520.46,,0.00,0.00,,,0.00,,,,,,
2021-06-28,690106.05,452114.22,100995.10,,0.00,0.00,,,6164.35,,,,,,
2021-06-29,714394.37,429125.91,99657.73,,0.00,0.00,,,17876.70,,,,,,
2021-06-30,742308.95,310976.74,104004.06,,0.00,0.00,,,0.00,,,,,,
2021-07-01,724325.74,326492.72,103803.62,,0.00,0.00,,,0.08,,,,,,
2021-07-02,715100.28,348003.82,106873.93,,40010.21,55795.58,,,0.00,,,,,,
2021-07-03,698305.01,355049.40,117361.87,,0.00,0.00,,,0.00,,,,,,
2021-07-04,701568.21,375660.21,122534.62,,0.00,0.00,,,0.00,,,,,,
2021-07-05,741484.96,409412.24,119761.11,,40004.98,0.00,,,0.00,,,,,,
2021-07-06,655959.10,436455.36,124857.51,,0.00,0.00,,,0.00,,,,,,
2021-07-07,674470.93,431070.19,129002.75,,0.00,0.00,,,0.00,,,,,,
2021-07-08,675198.21,466897.37,145062.23,,0.00,13972.60,,,0.00,,,,,,
2021-07-09,716607.67,474453.11,154091.29,,0.00,0.00,,,0.00,,,,,,
2021-07-10,718897.46,537190.15,137058.93,,0.00,131529.46,,,0.00,,,,,,
2021-07-11,671583.09,562164.24,145418.56,,0.00,0.00,,,0.00,,,,,,
2021-07-12,734134.24,578457.18,156877.46,,0.00,0.00,,,1.23,,,,,,
2021-07-13,786138.42,581063.46,160566.51,,0.00,0.00,,,0.00,,,,,,
2021-07-14,724377.93,607280.33,153877.94,,0.00,188353.36,,,5.25,,,,,,
2021-07-15,663603.98,632010.58,170956.86,,57509.27,0.00,,,0.00,,,,,,
2021-07-16,895933.79,639089.47,165836.96,,0.00,208683.25,,,5.02,,,,,,
2021-07-17,767706.71,660377.11,165155.51,,0.00,0.00,,,327.11,,,,,,
2021-07-18,809192.72,668234.82,166380.08,,20017.50,0.00,,,517.95,,,,,,
2021-07-19,775170.13,675755.57,158668.82,,1250.21,6987.48,,,62.76,,,,,,
2021-07-20,778572.24,664327.58,148721.65,,115087.80,0.00,,,135.73,,,,,,
2021-07-21,772031.51,687853.29,155025.63,,20000.23,0.00,,,145.64,,,,,,
2021-07-22,744761.47,682685.63,154568.81,,0.00,0.00,,,0.00,,,,,,
2021-07-23,758750.53,693237.46,139392.85,,0.00,0.00,,,7797.36,,,,,,
2021-07-24,809074.59,708194.27,132058.13,,115684.49,0.00,,,11.00,,,,,,
2021-07-25,822789.32,734065.87,153792.64,,0.00,0.00,,,1.00,,,,,,
2021-07-26,815485.27,720039.37,165692.47,,0.00,0.00,,,307.83,,,,,,
2021-07-27,799010.58,731010.63,157282.25,,0.00,0.00,,,75.54,,,,,,
2021-07-28,805103.64,714597.50,170997.39,,36165.13,8727.98,,,36.27,,,,,,
2021-07-29,838545.56,698543.88,206607.76,,0.00,52611.41,,,0.00,,,,,,
2021-07-30,835810.67,784616.92,272956.50,,54605.09,0.00,,,18132.20,,,,,,
2021-07-31,916694.22,787255.11,266976.03,,0.00,0.00,,,10.00,,,,,,
2021-08-01,966642.88,787635.75,230198.88,,0.00,0.00,,,25.32,,,,,,
2021-08-02,967115.01,800129.27,223280.09,,0.00,0.00,,,3.42,,,,,,
2021-08-03,1085761.62,746986.43,223885.72,,25000.54,0.00,,,426.91,,,,,,
2021-08-04,869071.67,760475.96,212108.84,,0.00,26416.77,,,2.50,,,,,,
2021-08-05,878496.06,754741.02,232447.95,,0.00,126395.35,,,5.81,,,,,,
2021-08-06,866963.11,763741.54,251558.21,,0.00,361279.79,,,99.99,,,,,,
2021-08-07,911140.43,778054.11,256691.34,,0.00,0.00,,,22.03,,,,,,
2021-08-08,997394.27,799113.85,264228.65,,6247.18,0.00,,,127.55,,,,,,
2021-08-09,1016901.36,816292.44,265244.26,,0.00,0.00,,,175.21,,,,,,
2021-08-10,1083395.16,849157.35,281701.41,,9999.97,0.00,,,6.41,,,,,,
2021-08-11,1279944.97,836303.52,297121.30,,34645.56,0.00,,,380.09,,,,,,
2021-08-12,1016553.72,844227.13,318218.79,,212340.39,0.00,,,75.20,,,,,,
2021-08-13,1383794.02,850302.73,335627.22,,42126.60,0.00,,,25282.40,,,,,,
2021-08-14,1386619.89,878966.76,342110.32,,24999.84,0.00,,,48.01,,,,,,
2021-08-15,1160749.12,910467.41,344200.91,,14501.28,0.00,,,152.57,,,,,,
2021-08-16,1171693.34,891085.77,335375.33,,0.00,0.00,,,128.86,,,,,,
2021-08-17,1189934.85,860675.32,340736.33,,34113.47,0.00,,,31.92,,,,,,
2021-08-18,1089129.98,886662.66,319799.13,0.00,0.00,0.00,,,0.00,,,,,,
2021-08-19,1107179.13,882540.05,324879.30,4471.90,110181.18,300490.34,,,174.66,,,,,,
2021-08-20,1291024.59,897485.64,344720.02,24456.77,88953.65,0.00,,,15.00,,,,,,
2021-08-21,1786495.38,889823.84,353881.62,49025.18,0.00,0.00,,,54.76,,,,,,
2021-08-22,2048496.81,931545.48,353201.89,61065.08,11626.76,0.00,,,5.01,,,,,,
2021-08-23,2038303.79,942120.27,315652.98,67049.57,93842.08,0.00,,,0.00,,,,,,
2021-08-24,1444121.35,974975.54,272536.96,100178.02,20005.14,0.00,,,352.02,,,,,,
2021-08-25,1443941.16,915698.08,283753.74,117735.51,0.00,10359.02,,,0.00,,,,,,
2021-08-26,1270287.65,964329.24,261149.19,114573.66,62508.46,0.00,,,0.50,,,,,,
2021-08-27,1261944.24,917289.09,254306.49,126137.23,0.00,0.00,,,0.00,,,,,,
2021-08-28,1454153.58,959769.08,225781.86,135490.87,79887.53,0.00,,,1001.51,,,,,,
2021-08-29,1612541.52,923952.66,218994.76,131351.20,0.00,0.00,,,0.00,,,,,,
2021-08-30,1785351.18,954835.58,216312.60,125504.24,0.00,146744.95,,,7705.78,,,,,,
2021-08-31,1868470.91,954764.07,272244.99,136428.38,0.00,0.00,,,18453.78,,,,,,
2021-09-01,1659048.38,988121.49,250195.59,137990.98,126493.88,0.00,,,0.00,,,,,,
2021-09-02,1996199.77,1111797.51,227605.30,136046.60,0.00,3695.00,,,72.57,,,,,,
2021-09-03,1982961.60,1283339.01,237777.10,134198.93,46250.00,0.00,,,0.00,,,,,,
2021-09-04,1745739.79,1276307.45,267600.45,136753.75,0.00,0.00,,,5.01,,,,,,
2021-09-05,1602544.65,1186246.61,286071.71,141388.51,0.00,0.00,,,0.00,,,,,,
2021-09-06,2380008.91,1346476.01,282779.68,139227.61,37500.00,0.00,,,32.50,,,,,,
2021-09-07,2522111.46,1391711.08,218818.57,122610.59,92118.93,0.00,,,26669.05,,,,,,
2021-09-08,1378851.19,1111474.98,154927.87,109795.94,0.00,0.00,,,796.05,,,,,,
2021-09-09,1642158.03,1013956.08,163640.41,108166.38,0.00,0.00,,,17.50,,,,,,
2021-09-10,1590142.13,1028517.60,185611.19,109306.96,153093.57,0.00,,,338.12,,,,,,
2021-09-11,1415377.01,982235.84,193630.13,111260.95,0.00,0.00,,,21.97,,,,,,
2021-09-12,1580090.64,1018392.06,203168.32,118478.49,0.00,0.00,,,1499.53,,,,,,
2021-09-13,1792985.47,986943.34,198131.04,116670.59,0.00,117095.28,,,10.50,,,,,,
2021-09-14,1404597.21,946227.02,214504.09,124021.00,2500.37,0.00,,,3.48,,,,,,
2021-09-15,1192829.15,951989.07,233472.53,134627.26,52197.42,0.00,,,88.61,,,,,,
2021-09-16,1695320.26,964000.23,227570.64,143379.91,27500.72,0.00,,,15.00,,,,,,
2021-09-17,1748181.85,973080.38,212779.71,145326.43,0.00,0.00,,,1009.11,,,,,,
2021-09-18,1461094.68,1069914.15,214883.52,149071.44,0.00,0.00,,,187.04,,,,,,
2021-09-19,1446323.56,1119452.80,217339.01,146942.06,0.00,0.00,,,80.56,,,,,,
2021-09-20,1421897.68,1004208.20,185385.52,126966.78,0.00,0.00,,,425.75,,,,,,
2021-09-21,1374185.10,1018701.13,169539.96,121096.24,98638.96,0.00,,,1175.18,,,,,,
2021-09-22,1323132.90,1013583.18,195595.52,133798.09,199672.20,0.00,,,2293.79,,,,,,
