Date,Compound ($),Aave ($),Maple Finance ($),Venus ($),Euler ($),Goldfinch ($),Notional Finance ($),Homora ($),Centrifuge ($),TrueFi ($),dForce ($),Radiant Capital ($),Silo Finance ($),Sonne Finance ($),BENQI ($),Scallop ($),Mendi Finance ($),NAVI Protocol ($),BendDAO ($),Gearbox ($)
2023-05-27,35.14,65.63,6.55,4.86,1.86,0.40,0.18,0.11,0.22,0.04,0.05,0.31,0.08,0.08,0.01,,,,0.01,0.01
2023-05-28,36.57,69.20,6.75,5.10,1.89,0.40,0.17,0.11,0.22,0.04,0.05,0.33,0.08,0.09,0.01,,,,0.01,0.01
2023-05-29,36.75,67.70,6.68,4.93,1.98,0.41,0.18,0.12,0.23,0.04,0.05,0.31,0.08,0.09,0.01,,,,0.01,0.01
2023-05-30,36.35,67.00,6.57,4.96,1.98,0.40,0.19,0.12,0.22,0.04,0.05,0.32,0.08,0.09,0.01,,,,0.01,0.01
2023-05-31,35.77,63.87,6.51,4.82,2.01,0.41,0.18,0.12,0.22,0.04,0.05,0.30,0.08,0.08,0.01,,,,0.01,0.01
2023-06-01,35.24,63.10,6.44,4.88,1.99,0.40,0.17,0.11,0.21,0.04,0.05,0.30,0.07,0.08,0.01,,,,0.01,0.01
2023-06-02,35.83,64.31,6.08,4.92,1.94,0.38,0.17,0.11,0.20,0.05,0.05,0.33,0.07,0.09,0.01,,,,0.01,0.01
2023-06-03,35.53,63.29,6.25,4.88,1.95,0.39,0.17,0.12,0.21,0.04,0.05,0.33,0.07,0.10,0.01,,,,0.01,0.01
2023-06-04,35.41,62.92,6.16,4.85,1.91,0.39,0.17,0.12,0.20,0.05,0.05,0.32,0.07,0.11,0.01,,,,0.01,0.01
2023-06-05,32.58,59.60,6.45,4.25,1.92,0.40,0.17,0.12,0.21,0.04,0.05,0.27,0.07,0.10,0.01,,,,0.01,0.01
2023-06-06,33.90,62.28,6.04,4.37,1.88,0.38,0.17,0.11,0.20,0.04,0.04,0.30,0.07,0.10,0.01,,,,0.01,0.01
2023-06-07,31.93,58.46,6.07,3.99,1.97,0.39,0.17,0.12,0.20,0.05,0.04,0.29,0.06,0.10,0.01,,,,0.01,0.01
2023-06-08,32.04,59.96,5.91,3.98,1.94,0.39,0.16,0.14,0.20,0.04,0.04,0.29,0.06,0.10,0.01,,,,0.01,0.01
2023-06-09,32.15,59.75,5.97,4.02,1.93,0.40,0.17,0.11,0.20,0.04,0.04,0.30,0.06,0.10,0.01,,,,0.01,0.01
2023-06-10,26.57,52.73,5.94,3.37,1.93,0.39,0.17,0.11,0.20,0.04,0.04,0.25,0.05,0.09,0.01,,,,0.00,0.00
2023-06-11,26.15,52.25,5.64,3.34,1.67,0.36,0.16,0.10,0.19,0.03,0.04,0.25,0.06,0.10,0.01,,,,0.00,0.00
2023-06-12,28.27,53.51,5.85,3.50,1.62,0.36,0.17,0.10,0.18,0.03,0.04,0.25,0.05,0.09,0.01,,,,0.00,0.00
2023-06-13,27.12,54.62,5.79,3.54,1.62,0.34,0.17,0.11,0.17,0.03,0.04,0.26,0.05,0.09,0.01,,,,0.01,0.00
2023-06-14,26.49,51.93,5.55,3.35,1.60,0.33,0.16,0.11,0.18,0.03,0.04,0.25,0.04,0.09,0.01,,,,0.00,0.00
2023-06-15,27.07,50.31,5.61,3.42,1.59,0.30,0.17,0.11,0.17,0.03,0.03,0.25,0.04,0.09,0.01,,,,0.00,0.00
2023-06-16,27.67,50.65,5.70,3.51,1.47,0.30,0.16,0.11,0.18,0.04,0.03,0.26,0.05,0.09,0.01,,,,0.00,0.00
2023-06-17,28.71,51.25,5.68,3.50,1.48,0.30,0.16,0.11,0.18,0.04,0.04,0.26,0.04,0.10,0.01,,,,0.01,0.00
2023-06-18,27.97,50.99,5.60,3.45,1.53,0.30,0.16,0.11,0.18,0.04,0.04,0.25,0.04,0.10,0.01,,,,0.01,0.00
2023-06-19,28.35,51.47,5.60,3.48,1.59,0.29,0.16,0.11,0.18,0.04,0.04,0.25,0.04,0.09,0.01,,,,0.01,0.00
2023-06-20,28.88,53.07,5.62,3.59,1.58,0.30,0.16,0.11,0.18,0.04,0.04,0.26,0.04,0.11,0.01,,,,0.00,0.00
2023-06-21,29.93,55.39,6.03,3.78,1.59,0.30,0.16,0.12,0.18,0.04,0.04,0.28,0.05,0.12,0.01,,,,0.00,0.00
2023-06-22,29.44,55.48,6.34,3.77,1.61,0.35,0.17,0.12,0.20,0.04,0.04,0.27,0.05,0.12,0.01,,,,0.00,0.00
2023-06-23,30.56,56.74,6.36,3.92,1.58,0.34,0.17,0.12,0.22,0.04,0.04,0.28,0.05,0.12,0.01,,,,0.00,0.01
2023-06-24,30.43,56.98,6.45,3.85,1.57,0.33,0.17,0.12,0.25,0.04,0.04,0.27,0.05,0.11,0.01,,,,0.00,0.01
2023-06-25,37.64,69.18,6.72,3.96,1.56,0.33,0.17,0.12,0.27,0.04,0.04,0.30,0.05,0.12,0.01,,,,0.00,0.01
2023-06-26,35.84,62.82,6.89,3.77,1.57,0.34,0.17,0.12,0.26,0.04,0.04,0.30,0.05,0.13,0.01,,,,0.00,0.01
2023-06-27,42.18,64.87,6.73,3.84,1.60,0.33,0.16,0.11,0.27,0.04,0.04,0.31,0.05,0.14,0.01,,,,0.00,0.01
2023-06-28,40.46,59.78,7.08,3.55,1.66,0.34,0.16,0.11,0.27,0.04,0.04,0.28,0.05,0.14,0.01,,,,0.00,0.00
2023-06-29,50.08,62.72,6.65,3.62,1.88,0.33,0.15,0.11,0.26,0.04,0.04,0.29,0.04,0.14,0.01,,,,0.00,0.00
2023-06-30,55.81,70.75,6.89,4.13,2.43,0.34,0.16,0.11,0.26,0.04,0.04,0.29,0.05,0.13,0.01,,,,0.00,0.01
2023-07-01,52.30,67.80,6.47,4.10,2.20,0.34,0.16,0.11,0.26,0.04,0.04,0.29,0.05,0.14,0.01,,,,0.00,0.01
2023-07-02,68.35,70.33,6.81,4.23,2.32,0.34,0.16,0.11,0.26,0.04,0.04,0.30,0.05,0.15,0.01,,,,0.00,0.01
2023-07-03,63.31,72.79,6.18,4.41,2.23,0.35,0.16,0.11,0.26,0.04,0.04,0.30,0.06,0.16,0.01,,,,0.00,0.01
2023-07-04,62.67,78.11,6.49,4.31,2.23,0.36,0.16,0.11,0.29,0.04,0.04,0.29,0.05,0.18,0.01,,,,0.00,0.01
2023-07-05,59.69,74.95,6.15,4.26,2.24,0.37,0.16,0.11,0.32,0.04,0.04,0.28,0.05,0.15,0.01,,,,0.00,0.01
2023-07-06,56.67,70.80,6.10,4.11,2.08,0.39,0.17,0.11,0.31,0.04,0.04,0.26,0.05,0.15,0.01,,,,0.00,0.01
2023-07-07,55.82,74.43,6.24,4.19,2.20,0.40,0.15,0.10,0.34,0.04,0.04,0.27,0.05,0.13,0.01,,,,0.00,0.01
2023-07-08,53.87,73.71,6.30,4.20,2.02,0.41,0.17,0.10,0.32,0.04,0.04,0.27,0.06,0.14,0.01,,,,0.00,0.01
2023-07-09,60.31,72.25,6.27,4.19,1.96,0.41,0.17,0.10,0.30,0.04,0.04,0.27,0.05,0.15,0.01,,,,0.00,0.01
2023-07-10,59.21,69.58,6.38,4.31,1.93,0.41,0.16,0.10,0.28,0.04,0.04,0.29,0.05,0.15,0.01,,,,0.00,0.01
2023-07-11,66.36,73.62,6.46,4.39,2.04,0.41,0.16,0.10,0.29,0.04,0.04,0.29,0.05,0.14,0.01,,,,0.00,0.01
2023-07-12,71.04,75.93,6.49,4.44,2.07,0.41,0.16,0.10,0.28,0.04,0.04,0.28,0.05,0.14,0.01,,,,0.00,0.01
2023-07-13,69.39,78.96,6.35,4.79,1.97,0.41,0.16,0.10,0.34,0.04,0.04,0.30,0.06,0.16,0.01,,,,0.00,0.01
2023-07-14,66.72,80.97,6.87,4.93,2.03,0.46,0.17,0.11,0.37,0.04,0.04,0.29,0.05,0.14,0.01,,,,0.00,0.01
2023-07-15,75.97,78.93,6.57,4.75,2.31,0.44,0.18,0.10,0.36,0.04,0.04,0.30,0.05,0.14,0.01,,,,0.00,0.01
2023-07-16,77.33,76.80,6.65,4.61,2.40,0.44,0.19,0.11,0.34,0.04,0.04,0.28,0.05,0.14,0.01,,,,0.00,0.01
2023-07-17,76.26,75.27,6.77,4.65,2.38,0.44,0.19,0.10,0.34,0.04,0.04,0.28,0.05,0.15,0.01,,,,0.00,0.01
2023-07-18,71.51,72.04,6.34,4.47,2.58,0.42,0.18,0.11,0.32,0.04,0.04,0.28,0.05,0.16,0.01,,,,0.00,0.01
2023-07-19,69.33,71.37,6.08,4.23,2.75,0.41,0.17,0.10,0.31,0.04,0.04,0.28,0.05,0.16,0.01,,,,0.00,0.00
2023-07-20,73.41,72.42,5.88,4.47,2.69,0.40,0.18,0.10,0.31,0.04,0.04,0.31,0.05,0.15,0.01,,,,0.00,0.00
2023-07-21,71.25,74.33,5.66,4.45,2.60,0.42,0.18,0.10,0.30,0.04,0.04,0.31,0.05,0.14,0.01,,,,0.00,0.00
2023-07-22,70.14,71.75,5.70,4.47,2.53,0.41,0.18,0.11,0.30,0.04,0.04,0.30,0.05,0.14,0.01,,,,0.00,0.00
2023-07-23,70.17,72.67,5.78,4.44,2.46,0.40,0.19,0.10,0.29,0.03,0.04,0.33,0.05,0.15,0.01,,,,0.00,0.00
2023-07-24,63.54,70.07,5.83,4.31,2.66,0.41,0.19,0.11,0.29,0.04,0.04,0.30,0.05,0.14,0.01,,,,0.00,0.00
2023-07-25,62.26,70.07,5.47,4.30,2.64,0.40,0.18,0.10,0.27,0.03,0.04,0.30,0.05,0.13,0.01,,,,0.00,0.00
2023-07-26,70.73,72.12,5.94,4.32,2.63,0.41,0.19,0.10,0.28,0.03,0.04,0.30,0.05,0.14,0.01,,,,0.00,0.00
2023-07-27,70.04,72.43,5.79,4.37,2.67,0.44,0.19,0.10,0.28,0.03,0.04,0.30,0.05,0.14,0.01,,,,0.00,0.00
2023-07-28,72.04,72.79,5.83,4.48,2.77,0.44,0.19,0.10,0.28,0.04,0.04,0.30,0.05,0.14,0.01,,,,0.00,0.00
2023-07-29,72.31,74.78,5.87,4.48,2.76,0.44,0.19,0.10,0.28,0.04,0.04,0.30,0.05,0.15,0.01,,,,0.00,0.00
2023-07-30,71.11,71.04,5.98,4.46,2.73,0.44,0.19,0.10,0.28,0.04,0.04,0.30,0.05,0.15,0.01,,,,0.00,0.00
2023-07-31,66.03,65.20,6.13,4.37,2.70,0.44,0.19,0.10,0.29,0.03,0.04,0.30,0.05,0.15,0.01,,,,0.00,0.00
2023-08-01,65.74,65.16,5.95,4.42,2.72,0.41,0.19,0.10,0.30,0.03,0.04,0.30,0.05,0.15,0.01,,,,0.00,0.00
2023-08-02,61.96,64.83,5.59,4.33,2.61,0.41,0.20,0.10,0.29,0.04,0.04,0.29,0.05,0.15,0.01,,,,0.00,0.00
2023-08-03,59.93,63.37,5.51,4.42,2.62,0.40,0.19,0.10,0.28,0.03,0.04,0.29,0.05,0.16,0.01,,,,0.00,0.00
2023-08-04,58.01,64.02,5.88,4.44,2.61,0.40,0.18,0.10,0.30,0.03,0.04,0.29,0.05,0.15,0.01,,,,0.00,0.00
2023-08-05,57.63,64.13,5.88,4.42,2.62,0.41,0.19,0.10,0.31,0.03,0.04,0.28,0.05,0.14,0.01,,,,0.00,0.00
2023-08-06,56.79,65.86,6.00,4.37,2.60,0.41,0.20,0.10,0.30,0.03,0.04,0.29,0.05,0.16,0.01,,,,0.00,0.00
2023-08-07,54.38,64.67,6.04,4.31,2.53,0.40,0.19,0.10,0.30,0.03,0.04,0.29,0.05,0.15,0.01,,,,0.00,0.00
2023-08-08,55.73,66.24,5.98,4.43,2.56,0.40,0.20,0.10,0.30,0.03,0.04,0.30,0.05,0.14,0.01,,,,0.00,0.00
2023-08-09,55.71,66.95,5.75,4.41,2.55,0.39,0.21,0.10,0.32,0.04,0.04,0.29,0.05,0.14,0.01,,,,0.00,0.00
2023-08-10,55.29,67.13,5.66,4.36,2.57,0.38,0.20,0.10,0.31,0.04,0.04,0.29,0.05,0.13,0.01,,,,0.00,0.00
2023-08-11,55.47,65.83,5.68,4.35,2.51,0.38,0.20,0.10,0.31,0.04,0.04,0.28,0.05,0.13,0.01,,,,0.00,0.00
2023-08-12,55.35,66.12,5.46,4.29,2.58,0.38,0.18,0.10,0.30,0.04,0.04,0.29,0.05,0.14,0.01,,,,0.00,0.01
2023-08-13,54.19,65.23,5.37,4.30,2.55,0.39,0.18,0.10,0.30,0.04,0.04,0.29,0.05,0.14,0.01,,,,0.00,0.01
2023-08-14,56.03,65.61,5.38,4.39,2.60,0.39,0.18,0.10,0.29,0.04,0.04,0.29,0.05,0.14,0.01,,,,0.00,0.01
2023-08-15,50.91,63.42,5.42,4.27,2.58,0.39,0.19,0.10,0.28,0.04,0.04,0.28,0.05,0.13,0.01,,,,0.00,0.01
2023-08-16,46.58,60.08,5.11,4.02,2.59,0.38,0.18,0.10,0.28,0.04,0.04,0.27,0.05,0.10,0.01,,,,0.00,0.00
2023-08-17,40.08,55.85,4.80,3.64,2.57,0.35,0.17,0.09,0.25,0.03,0.03,0.24,0.04,0.10,0.01,,,,0.00,0.00
2023-08-18,42.07,55.41,4.57,3.73,2.46,0.34,0.17,0.08,0.24,0.03,0.03,0.25,0.04,0.10,0.01,,,,0.00,0.00
2023-08-19,42.55,56.19,4.64,3.81,2.40,0.33,0.16,0.08,0.24,0.03,0.03,0.25,0.04,0.11,0.01,,,,0.00,0.00
2023-08-20,42.48,56.85,4.81,3.78,2.50,0.35,0.15,0.08,0.25,0.03,0.03,0.25,0.04,0.10,0.01,,,,0.00,0.00
2023-08-21,41.69,55.80,4.78,3.72,2.48,0.38,0.16,0.08,0.25,0.03,0.03,0.23,0.04,0.11,0.01,,,,0.00,0.00
2023-08-22,42.37,54.92,4.93,3.67,2.48,0.36,0.16,0.08,0.25,0.03,0.03,0.23,0.04,0.11,0.01,,,,0.00,0.00
2023-08-23,43.14,56.90,4.56,3.74,2.27,0.34,0.15,0.08,0.24,0.03,0.03,0.24,0.04,0.12,0.01,,,,0.00,0.00
2023-08-24,43.31,57.05,4.71,3.70,2.28,0.35,0.15,0.08,0.24,0.03,0.03,0.24,0.04,0.11,0.01,,,,0.00,0.00
2023-08-25,42.52,56.41,4.77,3.67,2.23,0.33,0.15,0.08,0.24,0.03,0.03,0.23,0.04,0.11,0.01,,,,0.00,0.00
2023-08-26,42.02,56.61,4.75,3.64,2.23,0.33,0.17,0.08,0.23,0.03,0.03,0.23,0.04,0.11,0.01,,,,0.00,0.00
2023-08-27,42.14,58.09,4.79,3.61,2.36,0.33,0.15,0.08,0.22,0.03,0.03,0.23,0.04,0.13,0.01,,,,0.00,0.00
2023-08-28,41.96,57.93,4.64,3.45,2.33,0.33,0.15,0.08,0.22,0.03,0.03,0.23,0.04,0.12,0.01,,,,0.00,0.00
2023-08-29,43.73,59.51,4.55,3.75,2.44,0.33,0.15,0.08,0.22,0.03,0.03,0.24,0.04,0.12,0.01,,,,0.00,0.00
2023-08-30,42.75,57.77,4.56,3.74,2.49,0.33,0.16,0.08,0.22,0.03,0.03,0.23,0.04,0.12,0.01,,,,0.00,0.00
2023-08-31,41.22,55.23,4.61,3.63,2.65,0.33,0.16,0.08,0.22,0.03,0.03,0.23,0.04,0.12,0.01,,,,0.00,0.00
2023-09-01,40.01,54.43,4.75,3.63,2.66,0.33,0.16,0.08,0.22,0.03,0.03,0.22,0.03,0.11,0.01,,,,0.00,0.00
2023-09-02,40.50,54.91,4.73,3.55,2.74,0.33,0.15,0.08,0.22,0.03,0.03,0.22,0.03,0.10,0.00,,,,0.00,0.00
2023-09-03,40.24,54.65,4.67,3.58,2.73,0.33,0.15,0.08,0.21,0.03,0.03,0.22,0.03,0.10,0.01,,,,0.00,0.00
2023-09-04,40.18,54.66,4.74,3.52,2.51,0.33,0.16,0.08,0.24,0.03,0.03,0.22,0.03,0.09,0.01,,,,0.00,0.00
2023-09-05,40.02,55.53,4.50,3.63,2.57,0.34,0.16,0.07,0.23,0.03,0.03,0.23,0.03,0.09,0.01,,,,0.00,0.00
2023-09-06,40.11,54.87,4.41,3.70,2.60,0.34,0.16,0.08,0.27,0.03,0.03,0.22,0.03,0.09,0.01,,,,0.00,0.00
2023-09-07,40.03,56.01,4.42,5.48,2.56,0.34,0.14,0.08,0.24,0.03,0.03,0.23,0.03,0.07,0.01,,,,0.00,0.00
2023-09-08,39.63,56.36,4.48,4.48,2.57,0.34,0.15,0.08,0.24,0.03,0.03,0.23,0.03,0.08,0.01,,,,0.00,0.00
2023-09-09,39.30,56.29,4.61,4.39,2.62,0.37,0.14,0.08,0.25,0.03,0.03,0.22,0.03,0.07,0.01,,,,0.00,0.00
2023-09-10,37.05,54.18,4.52,4.29,2.59,0.37,0.14,0.08,0.26,0.03,0.03,0.21,0.03,0.07,0.01,,,,0.00,0.00
2023-09-11,35.82,52.10,4.59,4.39,2.60,0.37,0.14,0.08,0.24,0.03,0.03,0.19,0.03,0.07,0.01,,,,0.00,0.00
2023-09-12,36.79,53.12,4.74,4.27,2.65,0.35,0.13,0.07,0.23,0.03,0.03,0.20,0.03,0.07,0.00,,,,0.00,0.00
2023-09-13,39.55,53.59,4.64,4.34,2.72,0.37,0.13,0.07,0.23,0.03,0.03,0.20,0.03,0.08,0.00,,,,0.00,0.00
2023-09-14,39.47,54.33,4.60,4.42,2.69,0.40,0.13,0.08,0.23,0.03,0.03,0.21,0.03,0.09,0.01,,,,0.00,0.00
2023-09-15,41.10,55.56,4.62,4.46,2.70,0.42,0.13,0.08,0.24,0.03,0.03,0.21,0.03,0.09,0.01,,,,0.00,0.00
2023-09-16,40.00,59.19,4.50,4.60,2.66,0.40,0.13,0.08,0.24,0.04,0.03,0.21,0.03,0.09,0.01,,,,0.00,0.00
2023-09-17,38.35,59.27,4.58,4.53,2.65,0.39,0.13,0.08,0.26,0.04,0.03,0.21,0.03,0.09,0.01,,,,0.00,0.00
2023-09-18,39.48,60.82,4.75,4.49,2.59,0.39,0.13,0.08,0.26,0.04,0.03,0.22,0.03,0.09,0.01,,,,0.00,0.00
2023-09-19,39.85,62.00,4.78,4.60,2.52,0.41,0.13,0.08,0.27,0.04,0.03,0.23,0.03,0.09,0.01,,,,0.00,0.00
2023-09-20,39.90,65.57,4.72,4.67,2.50,0.42,0.13,0.08,0.26,0.04,0.03,0.23,0.03,0.08,0.01,,,,0.00,0.00
2023-09-21,38.77,62.63,4.95,4.75,2.57,0.44,0.12,0.08,0.28,0.04,0.03,0.22,0.03,0.08,0.01,,,,0.00,0.00
2023-09-22,39.38,64.27,5.03,4.81,2.58,0.44,0.13,0.08,0.28,0.04,0.03,0.22,0.03,0.08,0.01,,,,0.00,0.00
2023-09-23,40.05,62.93,4.86,4.74,2.58,0.44,0.15,0.08,0.29,0.04,0.03,0.21,0.03,0.08,0.01,,,,0.00,0.00
2023-09-24,40.12,61.76,4.85,4.56,2.68,0.44,0.13,0.08,0.28,0.03,0.03,0.21,0.03,0.08,0.01,,,,0.00,0.00
2023-09-25,39.94,62.32,4.87,4.57,2.68,0.44,0.12,0.08,0.30,0.03,0.03,0.21,0.03,0.07,0.01,,,,0.00,0.00
2023-09-26,39.05,60.94,4.99,4.52,2.69,0.43,0.13,0.08,0.29,0.03,0.03,0.22,0.03,0.07,0.01,,,,0.00,0.00
2023-09-27,41.16,60.38,5.06,4.52,2.68,0.42,0.13,0.08,0.31,0.03,0.03,0.23,0.04,0.08,0.01,,,,0.00,0.00
2023-09-28,49.10,65.94,5.25,4.53,2.65,0.41,0.12,0.07,0.30,0.03,0.03,0.24,0.05,0.08,0.01,,,,0.00,0.00
2023-09-29,49.10,65.81,5.49,4.86,2.69,0.42,0.13,0.08,0.31,0.04,0.03,0.24,0.05,0.08,0.01,,,,0.00,0.00
2023-09-30,46.84,67.75,5.47,4.74,2.74,0.45,0.13,0.08,0.31,0.04,0.03,0.23,0.05,0.09,0.01,,,,0.00,0.00
2023-10-01,48.02,71.98,5.58,4.92,2.76,0.46,0.13,0.08,0.31,0.04,0.03,0.26,0.05,0.09,0.01,,,,0.00,0.00
2023-10-02,45.90,68.99,5.68,5.14,2.75,0.47,0.14,0.08,0.33,0.04,0.04,0.25,0.06,0.09,0.01,,,,0.00,0.00
2023-10-03,44.56,65.22,5.64,5.08,2.83,0.43,0.12,0.08,0.32,0.04,0.03,0.23,0.05,0.08,0.01,,,,0.00,0.00
2023-10-04,44.22,66.48,5.85,5.44,2.74,0.44,0.13,0.08,0.27,0.04,0.03,0.24,0.05,0.08,0.01,,,,0.00,0.00
2023-10-05,42.57,66.79,5.56,5.12,2.70,0.43,0.13,0.08,0.28,0.04,0.03,0.23,0.05,0.08,0.01,,,,0.00,0.00
2023-10-06,44.57,68.88,5.50,5.15,2.73,0.41,0.12,0.07,0.28,0.04,0.03,0.24,0.05,0.08,0.01,,,,0.00,0.00
2023-10-07,43.78,66.83,5.49,5.17,2.74,0.41,0.13,0.07,0.30,0.04,0.03,0.24,0.05,0.08,0.01,,,,0.00,0.00
2023-10-08,43.25,65.99,5.57,5.07,2.72,0.40,0.12,0.07,0.34,0.04,0.03,0.23,0.05,0.08,0.01,,,,0.00,0.00
2023-10-09,41.47,63.40,5.62,5.13,2.61,0.38,0.12,0.07,0.34,0.04,0.03,0.22,0.05,0.08,0.01,,,,0.00,0.00
2023-10-10,41.21,63.98,5.80,4.69,2.61,0.37,0.11,0.07,0.31,0.04,0.03,0.22,0.05,0.08,0.01,,,,0.00,0.00
2023-10-11,41.11,63.21,6.16,4.49,2.71,0.36,0.11,0.07,0.33,0.03,0.03,0.22,0.05,0.07,0.01,,,,0.00,0.00
2023-10-12,40.56,62.73,5.69,4.48,2.71,0.37,0.11,0.07,0.31,0.03,0.03,0.21,0.05,0.07,0.00,,,,0.00,0.00
2023-10-13,40.61,63.73,5.77,4.54,2.72,0.37,0.11,0.07,0.30,0.03,0.03,0.22,0.05,0.07,0.00,,,,0.00,0.00
2023-10-14,40.88,64.26,5.94,4.66,2.72,0.35,0.11,0.07,0.30,0.03,0.03,0.22,0.05,0.07,0.00,,,,0.00,0.00
2023-10-15,40.86,64.01,6.00,4.94,2.72,0.35,0.12,0.07,0.31,0.03,0.03,0.22,0.05,0.07,0.00,,,,0.00,0.00
2023-10-16,41.59,65.05,6.19,4.92,2.73,0.35,0.11,0.07,0.30,0.03,0.03,0.22,0.05,0.07,0.00,,,,0.00,0.00
2023-10-17,40.22,62.60,6.39,4.75,2.73,0.36,0.11,0.07,0.31,0.04,0.03,0.21,0.05,0.07,0.00,,,,0.00,0.00
2023-10-18,39.86,61.97,5.98,4.53,2.68,0.34,0.11,0.07,0.32,0.03,0.03,0.20,0.05,0.07,0.01,,,,0.00,0.00
2023-10-19,40.09,64.05,5.94,4.63,2.64,0.34,0.10,0.07,0.31,0.03,0.03,0.20,0.05,0.06,0.01,,,,0.00,0.00
2023-10-20,40.46,65.96,6.03,5.03,2.67,0.33,0.11,0.07,0.30,0.03,0.03,0.21,0.05,0.07,0.00,,,,0.00,0.00
2023-10-21,42.47,69.87,5.91,4.74,2.68,0.38,0.11,0.07,0.29,0.03,0.03,0.22,0.05,0.07,0.01,,,,0.00,0.00
2023-10-22,43.99,79.51,5.96,4.82,2.69,0.37,0.11,0.07,0.30,0.03,0.03,0.22,0.05,0.07,0.01,,,,0.00,0.00
2023-10-23,45.68,85.10,6.02,4.93,2.69,0.37,0.11,0.07,0.30,0.04,0.03,0.23,0.05,0.07,0.01,,,,0.00,0.00
2023-10-24,45.91,83.35,5.56,5.27,2.78,0.41,0.11,0.08,0.32,0.04,0.03,0.23,0.05,0.08,0.01,,,,0.00,0.00
2023-10-25,45.47,85.64,5.89,5.34,2.74,0.41,0.13,0.08,0.34,0.04,0.03,0.23,0.05,0.07,0.01,,,,0.00,0.00
2023-10-26,45.66,80.45,5.92,5.53,2.77,0.41,0.12,0.08,0.37,0.04,0.03,0.24,0.06,0.08,0.01,,,,0.00,0.00
2023-10-27,44.80,78.02,5.70,5.52,2.79,0.40,0.12,0.08,0.37,0.04,0.03,0.23,0.06,0.07,0.01,,,,0.00,0.00
2023-10-28,46.16,79.85,6.18,5.56,2.81,0.38,0.12,0.08,0.36,0.04,0.03,0.24,0.06,0.07,0.01,,,,0.00,0.00
2023-10-29,47.32,84.95,6.39,5.60,2.88,0.39,0.12,0.08,0.37,0.04,0.04,0.25,0.05,0.07,0.01,,,,0.00,0.00
2023-10-30,47.05,83.82,6.43,5.50,3.08,0.41,0.12,0.08,0.39,0.04,0.04,0.24,0.05,0.07,0.01,,,,0.00,0.00
2023-10-31,45.77,81.49,6.47,5.26,3.30,0.40,0.12,0.08,0.44,0.04,0.04,0.25,0.06,0.07,0.01,,,,0.00,0.00
2023-11-01,48.20,88.90,6.64,5.40,2.96,0.39,0.12,0.08,0.43,0.04,0.04,0.26,0.06,0.07,0.01,,,,0.00,0.00
2023-11-02,46.83,91.87,6.57,5.43,2.92,0.38,0.12,0.08,0.40,0.04,0.04,0.25,0.05,0.07,0.01,,,,0.00,0.00
2023-11-03,46.98,90.14,7.06,5.53,3.03,0.37,0.11,0.08,0.40,0.04,0.04,0.27,0.06,0.07,0.01,,,,0.00,0.00
2023-11-04,48.65,90.41,9.02,5.70,3.20,0.38,0.12,0.08,0.39,0.04,0.04,0.27,0.06,0.07,0.01,,,,0.00,0.00
2023-11-05,49.77,89.37,9.30,7.48,3.38,0.42,0.12,0.08,0.43,0.04,0.04,0.27,0.06,0.08,0.01,,,,0.00,0.01
2023-11-06,51.22,99.59,8.94,8.59,3.61,0.43,0.12,0.09,0.43,0.04,0.04,0.28,0.06,0.08,0.01,,,,0.00,0.01
2023-11-07,51.47,97.21,10.22,7.00,3.52,0.40,0.13,0.09,0.45,0.04,0.04,0.28,0.06,0.07,0.01,,,,0.00,0.01
2023-11-08,52.60,99.88,11.88,7.01,3.50,0.39,0.13,0.09,0.44,0.04,0.04,0.27,0.07,0.08,0.01,,,,0.00,0.01
2023-11-09,54.01,99.98,13.35,6.91,3.40,0.49,0.13,0.09,0.45,0.04,0.04,0.29,0.07,0.08,0.01,,,,0.00,0.01
2023-11-10,54.81,100.01,13.07,6.91,3.14,0.56,0.15,0.08,0.52,0.04,0.04,0.28,0.07,0.09,0.01,,,,0.00,0.01
2023-11-11,54.83,96.77,12.86,6.94,2.87,0.61,0.16,0.09,0.53,0.05,0.04,0.28,0.07,0.09,0.01,,,,0.00,0.01
2023-11-12,54.40,98.91,11.96,6.60,2.94,0.62,0.15,0.09,0.59,0.05,0.04,0.28,0.08,0.09,0.01,,,,0.00,0.01
2023-11-13,51.80,93.74,11.62,6.24,2.97,0.57,0.15,0.09,0.60,0.05,0.04,0.27,0.08,0.09,0.01,,,,0.00,0.01
2023-11-14,52.05,90.13,12.07,6.58,2.99,0.60,0.15,0.09,0.55,0.05,0.04,0.26,0.07,0.09,0.01,,,,0.01,0.01
2023-11-15,57.85,95.60,10.92,7.54,2.82,0.53,0.14,0.08,0.51,0.04,0.04,0.28,0.07,0.09,0.01,,,,0.01,0.01
2023-11-16,53.57,90.84,12.51,7.12,3.00,0.59,0.14,0.09,0.52,0.05,0.04,0.26,0.07,0.09,0.01,,,,0.01,0.01
2023-11-17,52.38,88.55,13.54,6.78,3.01,0.60,0.13,0.09,0.53,0.05,0.04,0.25,0.07,0.08,0.01,,,,0.01,0.01
2023-11-18,50.86,87.96,14.68,6.87,3.02,0.64,0.12,0.09,0.53,0.05,0.04,0.25,0.07,0.07,0.01,,,,0.01,0.01
2023-11-19,52.48,91.66,14.86,7.08,2.97,0.63,0.13,0.09,0.51,0.05,0.04,0.26,0.07,0.08,0.01,,,,0.01,0.01
