Date,Compound ($),Aave ($),Maple Finance ($),Venus ($),Euler ($),Goldfinch ($),Notional Finance ($),Homora ($),Centrifuge ($),TrueFi ($),dForce ($),Radiant Capital ($),Silo Finance ($),Sonne Finance ($),BENQI ($),Scallop ($),Mendi Finance ($),NAVI Protocol ($),BendDAO ($),Gearbox ($)
2021-05-09,772.38,461.16,21.80,138.88,,,,1.87,,0.45,0.41,,,,,,,,,
2021-05-10,777.98,434.91,21.64,124.93,,,,1.88,,0.44,0.39,,,,,,,,,
2021-05-11,856.17,457.89,19.40,134.75,,,,1.67,,0.40,0.35,,,,,,,,,
2021-05-12,737.24,512.30,22.53,97.28,,,,1.88,,0.44,0.37,,,,,,,,,
2021-05-13,764.95,509.07,21.02,109.39,,,,1.82,,0.39,0.32,,,,,,,,,
2021-05-14,779.02,599.36,24.10,125.46,,,,2.25,,0.36,0.31,,,,,,,,,
2021-05-15,686.85,514.57,22.24,110.22,,,,2.22,,0.38,0.34,,,,,,,,,
2021-05-16,686.83,527.56,20.00,115.91,,,,1.93,,0.34,0.29,,,,,,,,,
2021-05-17,695.77,574.47,20.79,84.04,,,,1.89,,0.35,0.28,,,,,,,,,
2021-05-18,667.57,629.72,18.43,73.41,,,,1.77,,0.32,0.27,,,,,,,,,
2021-05-19,478.37,417.51,20.86,45.53,,,,1.90,,0.32,0.27,,,,,,,,,
2021-05-20,547.50,469.97,16.60,49.55,,,,1.18,,0.35,0.17,,,,,,,,,
2021-05-21,448.98,373.48,16.38,40.10,,,,1.31,,0.31,0.19,,,,,,,,,
2021-05-22,384.84,334.47,15.43,34.62,,,,1.04,,0.31,0.16,,,,,,,,,
2021-05-23,342.28,294.24,13.64,25.46,,,,0.89,,0.41,0.15,,,,,,,,,
2021-05-24,425.45,387.48,11.04,38.77,,,,0.66,,0.38,0.12,,,,,,,,,
2021-05-25,425.04,372.72,11.69,36.09,,,,0.92,,0.39,0.25,,,,,,,,,
2021-05-26,463.06,413.93,12.91,38.25,,,,0.85,,0.35,0.23,,,,,,,,,
2021-05-27,423.20,373.25,13.36,38.99,,,,0.96,,0.36,0.24,,,,,,,,,
2021-05-28,375.40,319.29,13.10,31.62,,,,0.89,,0.33,0.21,,,,,,,,,
2021-05-29,353.39,297.84,12.17,29.12,,,,0.77,,0.31,0.19,,,,,,,,,
2021-05-30,404.96,324.14,11.46,29.92,,,,0.71,,0.28,0.18,,,,,,,,,
2021-05-31,435.51,384.39,11.91,33.35,,,,0.75,,0.33,0.21,,,,,,,,,
2021-06-01,427.80,374.15,12.13,31.86,,,,0.87,,0.34,0.22,,,,,,,,,
2021-06-02,434.95,385.10,11.66,33.08,,,,0.83,,0.33,0.21,,,,,,,,,
2021-06-03,450.63,399.53,10.40,35.26,,,,0.84,,0.36,0.21,,,,,,,,,
2021-06-04,402.05,374.94,10.54,30.48,,,,0.93,,0.36,0.21,,,,,,,,,
2021-06-05,387.89,357.12,10.77,28.87,,,,0.83,,0.34,0.19,,,,,,,,,
2021-06-06,386.49,364.56,11.39,28.98,,,,0.78,,0.32,0.18,,,,,,,,,
2021-06-07,343.62,334.75,11.21,25.27,,,,0.79,,0.32,0.18,,,,,,,,,
2021-06-08,350.19,330.89,11.24,25.01,,,,0.70,,0.29,0.19,,,,,,,,,
2021-06-09,362.11,336.63,10.74,26.95,,,,0.68,,0.28,0.17,,,,,,,,,
2021-06-10,328.23,311.36,10.71,25.63,,,,0.73,,0.31,0.17,,,,,,,,,
2021-06-11,294.01,284.09,10.78,22.66,,,,0.66,,0.27,0.17,,,,,,,,,
2021-06-12,297.47,279.51,10.40,22.72,,,,0.59,,0.27,0.16,,,,,,,,,
2021-06-13,323.53,315.66,9.96,25.21,,,,0.58,,0.29,0.15,,,,,,,,,
2021-06-14,336.26,316.86,11.82,25.63,,,,0.62,,0.29,0.17,,,,,,,,,
2021-06-15,326.75,313.30,11.05,27.39,,,,0.62,,0.29,0.22,,,,,,,,,
2021-06-16,303.25,288.57,11.23,28.09,,,,0.64,,0.28,0.20,,,,,,,,,
2021-06-17,306.10,292.07,10.72,29.87,,,,0.59,,0.26,0.17,,,,,,,,,
2021-06-18,277.44,264.66,10.83,26.53,,,,0.60,,0.26,0.18,,,,,,,,,
2021-06-19,274.65,255.48,10.19,25.82,,,,0.56,,0.24,0.17,,,,,,,,,
2021-06-20,292.53,273.45,9.82,26.37,,,,0.54,,0.23,0.17,,,,,,,,,
2021-06-21,221.87,213.51,9.90,19.09,,,,0.54,,0.24,0.17,,,,,,,,,
2021-06-22,234.47,204.77,8.87,17.61,,,,0.40,,0.18,0.14,,,,,,,,,
2021-06-23,241.36,207.12,7.20,20.26,,,,0.33,,0.16,0.13,,,,,,,,,
2021-06-24,256.56,210.76,7.37,19.88,,,,0.38,,0.16,0.14,,,,,,,,,
2021-06-25,223.82,187.08,7.10,17.93,,,,0.40,,0.16,0.14,,,,,,,,,
2021-06-26,224.77,186.32,6.98,17.46,,,,0.36,,0.14,0.13,,,,,,,,,
2021-06-27,256.55,201.89,7.00,18.58,,,,0.36,,0.13,0.12,,,,,,,,,
2021-06-28,309.09,225.58,7.03,18.97,,,,0.38,,0.14,0.13,,,,,,,,,
2021-06-29,309.10,237.11,6.98,19.80,,,,0.42,,0.14,0.13,,,,,,,,,
2021-06-30,335.40,249.38,6.98,19.49,,,,0.47,,0.15,0.13,,,,,,,,,
2021-07-01,332.62,230.87,6.99,18.14,,,,0.48,,0.18,0.14,,,,,,,,,
2021-07-02,364.82,232.99,6.43,17.81,,,,0.44,,0.16,0.13,,,,,,,,,
2021-07-03,377.58,257.99,6.60,19.11,,,,0.45,,0.15,0.14,,,,,,,,,
2021-07-04,442.40,277.63,6.57,20.70,,,,0.46,,0.15,0.14,,,,,,,,,
2021-07-05,492.86,309.13,6.51,20.55,,,,0.53,,0.16,0.14,,,,,,,,,
2021-07-06,481.98,318.11,6.64,21.54,,,,0.61,,0.14,0.14,,,,,,,,,
2021-07-07,439.72,313.45,7.01,21.09,,,,0.78,,0.15,0.14,,,,,,,,,
2021-07-08,414.49,292.37,7.32,18.89,,,,0.91,,0.16,0.15,,,,,,,,,
2021-07-09,435.40,304.13,7.53,19.46,,,,0.74,,0.15,0.13,,,,,,,,,
2021-07-10,421.41,294.58,7.70,18.85,,,,0.75,,0.15,0.13,,,,,,,,,
2021-07-11,433.69,303.59,7.40,19.56,,,,0.76,,0.14,0.13,,,,,,,,,
2021-07-12,413.30,295.89,7.44,18.65,,,,0.77,,0.15,0.13,,,,,,,,,
2021-07-13,384.65,270.03,7.54,18.02,,,,0.76,,0.14,0.13,,,,,,,,,
2021-07-14,409.03,278.65,7.26,18.20,,,,0.67,0.73,0.14,0.13,,,,,,,,,
2021-07-15,396.45,270.87,6.91,17.05,,,,0.62,0.73,0.15,0.14,,,,,,,,,
2021-07-16,368.62,253.64,6.74,15.92,,,,0.56,0.71,0.15,0.13,,,,,,,,,
2021-07-17,378.99,253.25,6.66,15.90,,,,0.53,0.81,0.14,0.12,,,,,,,,,
2021-07-18,378.71,254.60,6.80,16.65,,,,0.52,0.85,0.14,0.12,,,,,,,,,
2021-07-19,340.51,239.02,6.67,15.02,,,,0.52,0.80,0.14,0.12,,,,,,,,,
2021-07-20,349.90,223.57,6.40,14.60,,,,0.47,0.76,0.13,0.11,,,,,,,,,
2021-07-21,374.95,257.45,6.30,16.25,,,,0.50,0.71,0.12,0.11,,,,,,,,,
2021-07-22,413.76,278.01,5.73,16.93,,,,0.54,0.70,0.13,0.12,,,,,,,,,
2021-07-23,417.44,288.67,5.61,17.20,,,,0.56,0.70,0.13,0.13,,,,,,,,,
2021-07-24,408.98,287.79,6.02,17.55,,,,0.56,0.72,0.14,0.13,,,,,,,,,
2021-07-25,390.24,286.96,5.69,18.25,,,,0.59,0.70,0.14,0.14,,,,,,,,,
2021-07-26,392.22,304.66,5.74,25.39,,,,0.60,0.66,0.14,0.19,,,,,,,,,
2021-07-27,392.17,299.00,5.65,27.44,,,,0.61,0.70,0.14,0.16,,,,,,,,,
2021-07-28,387.12,295.58,5.82,26.62,,,,0.60,0.70,0.14,0.16,,,,,,,,,
2021-07-29,398.21,312.68,6.01,26.64,,,,0.60,0.72,0.14,0.15,,,,,,,,,
2021-07-30,404.35,321.02,6.14,27.48,,,,0.61,0.90,0.14,0.15,,,,,,,,,
2021-07-31,409.95,332.14,5.97,29.73,,,,0.64,0.86,0.16,0.15,,,,,,,,,
2021-08-01,409.53,317.01,6.08,27.72,,,,0.64,0.85,0.16,0.15,,,,,,,,,
2021-08-02,408.77,321.76,6.10,27.98,,,,0.67,1.04,0.15,0.15,,,,,,,,,
2021-08-03,396.33,308.84,6.93,27.19,,,,0.68,0.94,0.16,0.15,,,,,,,,,
2021-08-04,464.73,339.10,7.76,27.77,,,,0.65,0.90,0.15,0.14,,,,,,,,,
2021-08-05,477.22,374.43,7.82,28.27,,,,0.74,1.00,0.18,0.15,,,,,,,,,
2021-08-06,467.88,370.27,10.66,29.46,,,,0.81,1.00,0.61,0.17,,,,,,,,,
2021-08-07,506.10,385.47,10.25,34.13,,,,0.80,0.97,0.49,0.19,,,,,,,,,
2021-08-08,466.98,360.89,14.39,30.29,,,,0.94,0.98,0.49,0.19,,,,,,,,,
2021-08-09,470.35,376.12,14.26,31.17,,,,0.86,0.93,0.45,0.20,,,,,,,,,
2021-08-10,472.17,385.01,12.12,31.22,,,,0.96,1.02,0.48,0.22,,,,,,,,,
2021-08-11,467.29,402.95,12.12,32.70,,,,0.93,0.99,0.51,0.20,,,,,,,,,
2021-08-12,451.36,390.06,11.81,31.19,,,,0.99,0.93,0.74,0.21,,,,,,,,,
2021-08-13,485.59,428.34,13.86,36.27,,,,0.95,0.92,0.72,0.21,,,,,,,,,
2021-08-14,475.39,413.03,14.98,38.00,,,,1.03,1.02,0.72,0.23,,,,,,,,,
2021-08-15,488.90,411.25,14.31,38.09,,,,0.99,1.49,0.68,0.22,,,,,,,,,
2021-08-16,471.88,415.73,13.81,36.69,,,,1.01,1.57,0.65,0.22,,,,,,,,,
2021-08-17,448.13,383.22,11.09,33.95,,,,0.97,1.51,0.65,0.21,,,,,,,,,
2021-08-18,437.44,381.36,16.05,33.37,,,,0.91,1.29,0.65,0.19,,,,,,,,,
2021-08-19,456.12,403.47,18.21,36.47,,,,0.90,1.31,0.69,0.19,,,,0.06,,,,,
2021-08-20,480.41,409.32,16.70,36.20,,,,0.91,1.20,0.66,0.20,,,,0.06,,,,,
2021-08-21,463.85,399.43,16.90,35.07,,,,1.03,1.34,0.68,0.20,,,,0.10,,,,,
2021-08-22,460.67,402.22,16.08,34.78,,,,0.98,1.28,0.65,0.20,,,,0.14,,,,,
2021-08-23,465.61,408.43,16.14,36.23,,,,1.16,1.21,0.63,0.20,,,,0.19,,,,,
2021-08-24,425.29,379.42,15.23,33.23,,,,1.13,1.19,0.64,0.21,,,,0.38,,,,,
2021-08-25,432.53,382.75,15.17,34.82,,,,1.17,1.27,0.57,0.19,,,,0.35,,,,,
2021-08-26,408.77,353.54,15.24,32.10,,,,1.17,1.25,0.59,0.20,,,,0.27,,,,,
2021-08-27,421.00,372.48,15.14,33.30,,,,1.09,1.16,0.54,0.19,,,,0.24,,,,,
2021-08-28,413.66,366.25,14.88,31.95,,,,1.13,1.20,0.57,0.19,,,,0.26,,,,,
2021-08-29,419.34,365.60,14.77,31.57,,,,1.09,1.17,0.54,0.19,,,,0.28,,,,,
2021-08-30,421.16,358.92,13.62,30.55,,,,1.10,1.13,0.60,0.19,,,,0.21,,,,,
2021-08-31,442.21,393.02,12.32,30.96,,,,1.10,1.22,0.54,0.18,,,,0.16,,,,,
2021-09-01,482.25,416.87,12.28,33.04,,,,1.22,1.33,0.54,0.17,,,,0.14,,,,,
2021-09-02,463.89,401.60,13.39,31.94,,,,1.31,1.29,0.62,0.18,,,,0.15,,,,,
2021-09-03,466.56,394.45,13.58,37.79,,,,1.36,1.25,0.57,0.18,,,,0.16,,,,,
2021-09-04,473.60,398.79,12.57,37.91,,,,1.38,1.26,0.57,0.19,,,,0.14,,,,,
2021-09-05,509.66,418.38,12.28,38.05,,,,1.34,1.24,0.58,0.19,,,,0.15,,,,,
2021-09-06,512.42,411.28,12.18,41.03,,,,1.39,1.31,0.61,0.19,,,,0.15,,,,,
2021-09-07,412.17,347.26,11.92,30.73,,,,1.41,1.26,0.64,0.21,,,,0.16,,,,,
2021-09-08,408.44,329.57,11.80,31.85,,,,1.15,1.11,0.48,0.24,,,,0.12,,,,,
2021-09-09,408.87,331.67,10.61,33.52,,,,1.14,1.11,0.48,0.30,,,,0.11,,,,,
2021-09-10,390.43,311.26,10.35,36.25,,,,1.17,1.12,0.47,0.25,,,,0.11,,,,,
2021-09-11,396.30,326.82,10.58,36.13,,,,1.10,1.09,0.42,0.24,,,,0.12,,,,,
2021-09-12,404.51,333.69,9.89,34.68,,,,1.08,1.11,0.42,0.24,,,,0.19,,,,,
2021-09-13,385.52,331.33,10.50,32.16,,,,1.12,1.11,0.47,0.25,,,,0.20,,,,,
2021-09-14,445.01,383.71,10.21,33.36,,,,1.08,1.08,0.44,0.23,,,,0.17,,,,,
2021-09-15,444.52,414.22,10.26,34.59,,,,1.17,1.12,0.56,0.23,,,,0.16,,,,,
2021-09-16,423.80,384.01,10.47,34.08,,,,1.22,1.13,0.58,0.23,,,,0.18,,,,,
2021-09-17,399.79,355.03,9.96,30.60,,,,1.20,1.07,0.64,0.22,,,,0.19,,,,,
2021-09-18,401.71,354.48,9.23,32.16,,,,1.12,1.02,0.56,0.23,,,,0.21,,,,,
2021-09-19,390.28,339.81,9.17,30.71,,,,1.10,1.05,0.56,0.23,,,,0.17,,,,,
2021-09-20,334.89,288.86,11.38,25.26,,,,1.07,1.00,0.55,0.22,,,,0.17,,,,,
2021-09-21,312.15,270.31,11.07,22.25,,,,0.89,0.90,0.45,0.18,,,,0.13,,,,,
2021-09-22,347.61,301.46,11.43,25.17,,,,0.80,0.89,0.44,0.17,,,,0.11,,,,,
2021-09-23,373.90,307.90,16.40,26.03,,,,0.92,0.99,0.49,0.18,,,,0.14,,,,,
2021-09-24,340.92,281.08,15.18,23.21,,,,0.96,1.02,0.51,0.19,,,,0.14,,,,,
2021-09-25,330.96,275.03,14.61,22.49,,,,0.87,1.20,0.46,0.28,,,,0.13,,,,,
2021-09-26,353.83,292.74,14.12,21.57,,,,0.86,1.18,0.45,0.25,,,,0.12,,,,,
2021-09-27,336.84,274.43,12.90,21.41,,,,0.85,1.16,0.43,0.22,,,,0.12,,,,,
2021-09-28,320.85,261.88,15.39,20.18,,,,0.82,1.23,0.42,0.22,,,,0.11,,,,,
2021-09-29,305.78,265.01,14.74,21.12,,,,0.79,1.65,0.40,0.21,,,,0.10,,,,,
2021-09-30,316.03,274.26,15.11,22.37,,,,0.83,1.71,0.42,0.21,,,,0.09,,,,,
2021-10-01,325.93,301.13,14.09,25.24,,,,0.87,1.86,0.44,0.21,,,,0.09,,,,,
2021-10-02,337.18,313.49,13.92,26.35,,,,0.95,1.95,0.48,0.22,,,,0.10,,,,,
2021-10-03,325.28,310.65,17.54,27.22,,,,0.99,1.98,0.49,0.22,,,,0.11,,,,,
2021-10-04,312.67,303.04,18.14,25.64,,,,0.99,1.92,0.49,0.21,,,,0.11,,,,,
2021-10-05,309.50,307.92,16.49,29.18,,,,1.00,2.09,0.46,0.21,,,,0.10,,,,,
2021-10-06,306.53,310.35,17.49,28.17,,,,1.04,1.96,0.49,0.21,,,,0.13,,,,,
