Date,GMX (#),SynFutures (#),Perpetual Protocol (#),Synthetix (#),Pika Protocol (#),Kwenta (#),Pendle (#),Gains Network (#),MUX (#),Lyra (#),Thales (#),Vertex (#),ApolloX (#),Mummy Finance (#),Holdstation (#),Cap (#),Voltz (#),HMX (#),Polynomial Protocol (#),Level Finance (#)
11/3/2021,199,2192,309,14,,,,107,49,,,,,,,,,,,
11/4/2021,170,2388,261,13,,,,84,36,,,,,,,,,,,
11/5/2021,156,2307,242,11,,,,94,37,,,,,,,,,,,
11/6/2021,178,2514,262,5,,,,87,41,,,,,,,,,,,
11/7/2021,155,2594,263,9,,,,69,46,,,,,,,,,,,
11/8/2021,230,2283,299,14,,,,111,55,,,,,,,,,,,
11/9/2021,186,2466,311,14,,,,105,40,,,,,,,,,,,
11/10/2021,285,2519,344,22,,,,133,38,,,,,,,,,,,
11/11/2021,176,2484,271,17,,,,98,26,,,,,,,,,,,
11/12/2021,207,2807,362,255,,,,114,37,180,,,,,,,,,,
11/13/2021,118,2705,305,267,,,,76,27,148,,,,,,,,,,
11/14/2021,160,2798,365,414,,,,83,28,210,,,,,,,,,,
11/15/2021,182,2702,565,287,,,,111,62,240,,,,,,,,,,
11/16/2021,355,2209,481,220,,,,163,164,223,,,,,,,,,,
11/17/2021,219,2395,316,373,,,,90,296,328,,,,,,1,,,,
11/18/2021,258,2517,382,229,,,,130,340,337,,,,,,32,,,,
11/19/2021,177,2526,322,278,,,,96,507,651,,,,,,35,,,,
11/20/2021,148,2622,282,239,,,,90,252,213,,,,,,22,,,,
11/21/2021,135,2455,269,337,,,,78,216,188,,,,,,17,,,,
11/22/2021,209,2675,322,312,,,,100,165,128,,,,,,50,,,,
11/23/2021,186,2357,372,221,,,,81,320,123,,,,,,36,,,,
11/24/2021,150,2719,385,253,,,,77,263,133,,,,,,23,,,,
11/25/2021,186,2933,309,194,,,,81,282,103,,,,,,34,,,,
11/26/2021,298,2346,492,205,,,,111,175,175,,,,,,48,,,,
11/27/2021,125,2373,325,200,,,,69,77,134,,,,,,43,,,,
11/28/2021,164,2251,320,233,,,,80,107,97,,,,,,35,,,,
11/29/2021,204,2019,274,184,,,,83,197,141,,,,,,46,,,,
11/30/2021,240,1868,276,272,,,,78,118,125,,,,,,53,,,,
12/1/2021,189,1652,275,217,,,,74,57,106,,,,,,44,,,,
12/2/2021,157,2149,257,195,,,,77,230,115,,,,,,36,,,,
12/3/2021,240,2279,379,232,,,,100,257,127,,,,,,51,,,,
12/4/2021,346,2362,526,147,,,,129,236,98,,,,,,70,,,,
12/5/2021,167,1991,252,185,,,,95,126,78,,,,,,43,,,,
12/6/2021,233,2075,332,176,,,,94,158,79,,,,,,42,,,,
12/7/2021,195,2510,260,187,,,,89,145,105,,,,,,44,,,,
12/8/2021,167,2400,274,253,,,,91,85,142,,,,,,31,,,,
12/9/2021,215,2264,375,163,,,,110,62,119,,,,,,39,,,,
12/10/2021,224,1885,362,165,,,,101,79,580,,,,,,54,,,,
12/11/2021,151,1881,254,230,,,,84,51,195,,,,,,40,,,,
12/12/2021,124,2214,253,241,,,,80,68,146,,,,,,30,,,,
12/13/2021,271,2596,409,211,,,,136,113,159,,,,,,71,,,,
12/14/2021,185,2954,274,209,,,,102,77,146,,,,,,46,,,,
12/15/2021,216,2719,350,174,,,,117,99,74,,,,,,59,,,,
12/16/2021,153,2900,259,157,,,,89,50,82,,,,,,35,,,,
12/17/2021,196,2594,307,132,,,,124,29,87,,,,,,61,,,,
12/18/2021,145,2824,229,136,,,,93,39,67,1,,,,,39,,,,
12/19/2021,118,2157,230,176,,,,72,42,71,2,,,,,40,,,,
12/20/2021,173,2008,272,139,,,,74,53,60,1,,,,,49,,,,
12/21/2021,169,2333,241,165,,,,124,73,53,2,,,,,49,,,,
12/22/2021,137,2047,274,258,,,,128,72,48,49,,,,,36,,,,
12/23/2021,202,2536,462,189,,,,151,86,55,32,,,,,50,,,,
12/24/2021,120,2146,893,149,,,,122,69,71,18,,,,,36,,,,
12/25/2021,94,1881,1035,83,,,,102,63,44,7,,,,,25,,,,
12/26/2021,114,2280,1353,217,,,,123,53,51,12,,,,,34,,,,
12/27/2021,158,2221,1513,161,,,,133,67,75,26,,,,,30,,,,
12/28/2021,259,2097,1426,104,,,,169,64,71,18,,,,,64,,,,
12/29/2021,183,1875,1166,136,,,,155,56,57,18,,,,,37,,,,
12/30/2021,153,2202,1187,119,,,,118,14,43,5,,,,,49,,,,
12/31/2021,146,1701,1191,160,,,,125,12,74,13,,,,,47,,,,
1/1/2022,93,1633,1144,107,,,,85,12,46,11,,,,,31,,,,
1/2/2022,115,2102,546,79,,,,109,8,33,16,,,,,41,,,,
1/3/2022,141,2032,395,203,,,,142,6,64,36,,,,,54,,,,
1/4/2022,166,886,307,143,,,,84,11,58,21,,,,,56,,,,
1/5/2022,293,671,464,116,,,,128,55,95,24,,,,,72,,,,
1/6/2022,335,864,451,92,,,,101,147,47,6,,,,,71,,,,
1/7/2022,397,1317,565,103,,,,130,100,620,0,,,,,85,,,,
1/8/2022,309,2007,411,133,,,,140,130,328,0,,,,,63,,,,
1/9/2022,252,1762,244,57,,,,145,142,161,0,,,,,34,,,,
1/10/2022,363,2240,376,61,,,,193,169,127,2,,,,,57,,,,
1/11/2022,327,2070,231,63,,,,183,139,87,17,,,,,43,,,,
1/12/2022,337,1514,267,66,,,,179,63,110,15,,,,,37,,,,
1/13/2022,338,2475,320,72,,,,193,57,151,16,,,,,38,,,,
1/14/2022,289,1792,254,70,,,,209,49,108,20,,,,,41,,,,
1/15/2022,262,1977,213,108,,,,165,52,85,8,,,,,31,,,,
1/16/2022,230,1771,343,100,,,,235,65,71,6,,,,,24,,,,
1/17/2022,331,2168,242,74,,,,213,77,60,15,,,,,46,,,,
1/18/2022,337,1790,364,50,,,,228,124,61,9,,,,,37,,,,
1/19/2022,328,1214,494,67,,,,194,36,65,11,,,,,40,,,,
1/20/2022,400,1988,431,69,,,,220,10,69,10,,,,,38,,,,
1/21/2022,670,1736,592,70,,,,282,313,110,14,,,,,90,,,,
1/22/2022,515,1598,774,74,1,,,117,94,84,11,,,,,79,,,,
1/23/2022,348,1690,413,40,0,,,134,12,28,5,,,,,52,,,,
1/24/2022,485,1584,697,83,0,,,185,191,60,13,,,,,73,,,,
1/25/2022,430,1796,285,68,10,,,123,756,60,4,,,,,50,,,,
1/26/2022,527,1427,309,64,14,,,188,268,65,0,,,,,72,,,,
1/27/2022,455,1581,307,57,16,,,157,12,42,12,,,,,55,,,,
1/28/2022,399,1396,316,44,39,,,198,11,59,7,,,,,33,,,,
1/29/2022,382,1486,296,53,13,,,272,13,49,12,,,,,30,,,,
1/30/2022,319,1344,300,53,14,,,288,6,43,6,,,,,34,,,,
1/31/2022,431,1404,308,50,16,,,292,10,56,7,,,,,43,,,,
2/1/2022,416,1144,323,59,31,,,313,12,58,7,,,,,51,,,,
2/2/2022,454,1265,319,90,136,,,315,8,77,9,,,,,51,,,,
2/3/2022,400,1561,266,47,95,,,259,13,37,13,,,,,45,,,,
2/4/2022,468,1483,295,65,126,,,421,16,402,26,,,,,58,,,,
2/5/2022,364,1322,277,44,79,,,230,11,239,9,,,,,43,,,,
2/6/2022,289,1411,272,45,85,,,321,6,100,11,,,,,30,,,,
2/7/2022,446,1511,360,68,113,,,206,11,105,15,,,,,48,,,,
2/8/2022,492,1654,435,61,136,,,166,13,84,6,,,,,48,,,,
2/9/2022,436,1744,259,96,104,,,149,14,75,8,,,,,19,,,,
2/10/2022,554,1807,338,48,87,,,182,10,50,9,,,,,2,,,,
2/11/2022,581,2146,375,42,113,,,181,18,85,15,,,,,3,,,,
2/12/2022,469,2005,270,44,96,,,128,12,67,9,,,,,0,,,,
2/13/2022,352,2258,245,31,61,,,117,7,41,8,,,,,1,,,,
2/14/2022,446,2230,251,56,68,,,146,12,54,11,,,,,1,,,,
2/15/2022,497,2147,270,53,74,,,180,11,50,8,,,,,1,,,,
2/16/2022,440,2505,265,69,43,,,151,2,43,16,,,,,2,,,,
2/17/2022,300,1971,327,41,56,,,198,12,45,10,,,,,1,,,,
2/18/2022,284,1983,271,29,91,,,178,13,70,8,,,,,2,,,,
2/19/2022,314,1908,260,41,31,,,124,7,39,6,,,,,0,,,,
2/20/2022,443,2048,313,32,56,,,164,11,66,14,,,,,14,,,,
2/21/2022,514,1860,390,37,86,,,156,10,73,11,,,,,38,,,,
2/22/2022,485,1696,402,57,51,,,144,8,57,9,,,,,34,,,,
2/23/2022,490,1819,270,77,193,,,123,4,56,4,,,,,36,,,,
2/24/2022,739,1491,520,69,193,,,175,15,65,10,,,,,65,,,,
2/25/2022,517,1753,263,58,220,,,127,6,75,5,,,,,42,,,,
2/26/2022,374,1700,273,46,83,,,97,5,120,6,,,,,31,,,,
2/27/2022,432,2069,273,70,103,,,115,5,62,4,,,,,41,,,,
2/28/2022,517,2237,308,42,142,,,133,6,62,6,,,,,46,,,,
3/1/2022,506,1703,321,61,70,,,120,9,84,6,,,,,40,,,,
3/2/2022,426,2011,292,65,41,,,108,5,37,8,,,,,37,,,,
3/3/2022,464,2431,286,43,63,,,110,7,32,5,,,,,39,,,,
3/4/2022,525,2246,312,66,68,,,148,8,247,8,,,,,37,,,,
3/5/2022,344,2009,292,33,50,,,96,2,119,8,,,,,19,,,,
3/6/2022,373,2445,359,50,51,,,124,6,89,3,,,,,30,,,,
3/7/2022,477,1877,348,72,55,,,147,3,82,7,,,,,44,,,,
3/8/2022,422,2062,272,53,41,,,115,6,58,3,,,,,33,,,,
3/9/2022,520,2199,284,93,53,,,146,9,98,16,,,,,37,,,,
3/10/2022,500,2036,331,62,68,,,121,5,71,5,,,,,33,,,,
3/11/2022,476,2263,1850,56,66,,,112,5,91,14,,,,,29,,,,
3/12/2022,275,1744,214,42,147,,,94,3,34,4,,,,,22,,,,
3/13/2022,343,2121,263,55,100,,,108,5,62,5,,,,,35,,,,
3/14/2022,432,2380,298,72,114,,,136,9,62,10,,,,,49,,,,
3/15/2022,391,2652,324,43,110,,,123,5,36,9,,,,,46,,,,
3/16/2022,471,2824,288,61,282,,,126,6,60,16,,,,,49,,,,
3/17/2022,414,3317,265,49,72,,,107,5,37,3,,,,,49,,,,
3/18/2022,476,2104,259,144,63,,,137,6,64,11,,,,,51,,,,
3/19/2022,383,2150,249,105,67,,,135,3,74,10,,,,,36,,,,
3/20/2022,375,2612,243,99,107,,,133,3,42,6,,,,,39,,,,
3/21/2022,391,1624,264,97,97,,,176,4,35,7,,,,,32,,,,
3/22/2022,428,3371,288,77,114,,,182,10,34,9,,,,,53,,,,
3/23/2022,375,1967,290,107,146,,,167,4,37,8,,,,,39,,,,
3/24/2022,409,2600,332,106,331,,,185,6,47,12,,,,,47,,,,
3/25/2022,417,3059,318,93,96,,,174,2,72,12,,,,,51,,,,
3/26/2022,281,2746,247,47,107,,,144,4,111,3,,,,,28,,,,
3/27/2022,399,2615,298,119,86,,,215,8,42,5,,,,,44,,,,
3/28/2022,529,3875,369,180,277,,,213,8,52,9,,,,,83,,,,
3/29/2022,491,2666,376,215,120,,,214,9,62,11,,,,,44,,,,
3/30/2022,537,3926,344,210,306,,,194,3,59,19,,,,,56,,,,
3/31/2022,594,2896,353,218,202,,,284,5,58,16,,,,,46,,,,
4/1/2022,596,2145,338,212,137,,,273,7,274,12,,,,,41,,,,
4/2/2022,454,2560,312,145,134,,,193,3,137,8,,,,,32,,,,
4/3/2022,399,2339,294,113,119,,,125,3,100,9,,,,,42,,,,
4/4/2022,493,2256,305,135,90,,,161,3,80,17,,,,,41,,,,
4/5/2022,434,1793,289,130,89,,,166,4,72,12,,,,,38,,,,
4/6/2022,653,2402,377,190,154,,,200,5,94,16,,,,,51,,,,
4/7/2022,488,2145,309,123,96,,,135,2,60,15,,,,,39,,,,
4/8/2022,458,2718,325,115,100,,,143,4,76,20,,,,,31,,,,
4/9/2022,303,2276,251,85,95,,,99,3,42,5,,,,,25,,,,
4/10/2022,299,2443,256,102,85,,,118,1,34,9,,,,,32,,,,
4/11/2022,644,2501,388,294,153,,,185,7,94,12,,,,,53,,,,
4/12/2022,478,2750,327,133,81,,,154,5,78,14,,,,,42,,,,
4/13/2022,468,2550,309,172,98,,,130,4,76,14,,,,,26,,,,
4/14/2022,455,2663,374,304,141,,,132,4,120,31,,,,,33,,,,
4/15/2022,372,2638,294,135,72,,,102,4,82,19,,,,,32,,,,
4/16/2022,346,2861,267,121,100,,,93,1,46,7,,,,,28,,,,
4/17/2022,402,2468,278,144,129,,,106,4,62,8,,,,,26,,,,
4/18/2022,570,3050,373,197,137,,,206,4,91,31,,,,,39,,,,
4/19/2022,505,1706,332,391,253,,,168,3,139,51,,,,,40,,,,
4/20/2022,433,2721,398,739,517,,,185,3,252,74,,,,,36,,,,
4/21/2022,573,2248,333,637,381,,,220,2,173,69,,,,,39,,,,
4/22/2022,477,1830,293,431,299,,,136,2,161,41,,,,,36,,,,
4/23/2022,318,2283,268,382,276,,,112,3,134,29,,,,,17,,,,
4/24/2022,380,2592,352,419,245,,,107,5,126,33,,,,,23,,,,
